# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE
36754	SiniticGuangzhou	*left hand	the hand	tsɔ³⁵sɐu³⁵	t s ɔ ³⁵ s ɐ u ³⁵	( t s ɔ ³⁵ ) s ɐ u ³⁵			左手	1766	106 107	左手	_the-106 the-107
36755	SiniticChaozhou		the hand	tsʰiu⁵³	tsʰ i u ⁵³	( - - - - ) tsʰ i u ⁵³				1766	107	手	the-107
36756	SiniticLonggang		the hand	su³²	s u ³²	( - - - - ) s - u ³²				1766	107	手	the-107
36757	SiniticJieyang		the hand	tsʰiu³¹	tsʰ i u ³¹	( - - - - ) tsʰ i u ³¹				1766	107	手	the-107
4206	TibetanOldTibetan	hand	the hand	lag.pa	l a g p a	( - - - ) l a g - ( - - p - a - - - - - - )			手	229		手	
4219	KirantiKhaling	hand	the hand	khʌ̄r	kʰ ʌ̄ r	kʰ ʌ̄ r -			手	1302		手	
4220	KirantiLimbu	hand	the hand	huk	h u k	h u k ( - - - )			手	786		手	
4235	rGyalrongJaphug	hand	the hand	tɯ-jaʁ	t ɯ ◦ j a ʁ	( t ɯ ◦ ) j a ʁ - ( - - - - - - - - - - - )			手	229		手	
4239	Tangut	hand	the hand	lạ¹	l ạ ¹				手	229		手	
33490	TibetoKinauriRongpo	hand	the hand	lag	l a g	( - - - ) l a g - ( - - - - - - - - - - - )				229			
21322	DengDarangTaraon	hand	the hand	ɑ³¹tio⁵⁵	ɑ ³¹ ◦ t i o ⁵⁵	( - ɑ ³¹ ◦ ) t i o ⁵⁵				2120			
37841	KirantiHayu	hand (n)	the hand	got	g o t	g - o t				1398			
21475	TibetanAlike	hand	the hand	lok kwæ	l o k _ k w æ	( - - - ) l o k - ( - _ k w æ - - - - - - )				229			
21976	TibetanXiahe	hand	the hand	laχ kwa	l a χ _ k w a	( - - - ) l a χ - ( - _ k w a - - - - - - )				229			
38449	Karbi		the hand	+bè	+ b è		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ri(-pak, -pek)» (page: 298)			10372			
38702	BurmishAchang		the hand	lɔʔ⁵⁵	l ɔ ʔ ⁵⁵	l ɔ ʔ ⁵⁵				229			
38775	BurmishAtsi		the hand	loʔ²¹	l o ʔ ²¹	l o ʔ ²¹				229			
22557	TaniBokar	hand	the hand	a lok	a + l o k	( - a + ) l o k - ( - - - - - - - - - - - )				229			
33933	KirantiBantawa	hand	the hand	cʰuk-ka	tsʰ u k + k a	tsʰ u k ( + k a )				786			
36758	SiniticXingning		the hand	ʂu²¹	ʂ u ²¹	( - - - - ) ʂ - u ²¹				1766	107	手	the-107
38763	BurmishLashi		the hand	lɔʔ³¹	l ɔ ʔ ³¹	l ɔ ʔ ³¹				229			
24424	DengYidu	hand	the hand	kɑ³¹tio⁵³	k ɑ ³¹ ◦ t i o ⁵³	( k ɑ ³¹ ◦ ) t i o ⁵³				2120			
24459	QiangicZhaba	hand	the hand	ja³³pa⁵⁵	j a ³³ ◦ p a ⁵⁵	( - - - ) j a - - ( ³³ ◦ p - a ⁵⁵ - - - - - )				229			
25209	LoloishLisu	hand	the hand	lɛ̱³¹phɛ³⁵	l ɛ̱ ³¹ ◦ ph ɛ ³⁵	( - - - ) l ɛ̱ - - ( ³¹ ◦ ph - ɛ ³⁵ - - - - - )				229			
32491	KirantiThulung		the hand	lwa	l wa	( - - - ) l wa - - ( - - - - - - - - - - - )	l w a			229			
37635	NagaUkhrul	hand / arm	the hand	ʔa-paŋ	ʔ a + p a ŋ	ʔ a + p a ŋ				2071			
30857	SiniticOldChinese		the hand	n̥uʔ	n̥ u ʔ	( - - - - ) n̥ - u ʔ			手	1766		手	the-107
31150	BurmishOldBurmese		the hand	lak	l a k	( - - - ) l a k - ( - - - - - - - - - - - )				229			
31632	KhroskyabsWobzi		the hand	jɑ́ɣ	j ɑ́ ɣ	( - - - ) j ɑ́ ɣ - ( - - - - - - - - - - - )				229			
31892	ChepangChepang	arm, hand, tendril	the hand	krut	k r u t	k r u t				1398			
38123	Tangut		the hand	la.	l a.					229		手	
32148	GaroGaro	arm; hand (n)	the hand	jak	j a k	( - - - ) j a k - ( - - - - - - - - - - - )				229			
32723	ChinHakha	hand (n.)	the hand	1. kut;	k u t	k - u t	[full entry: 2. minung kut bantuk; e.g. The hands of the clock = Suimilam kut; 3. zohkhenhnak, uknak; e.g. The child is in the hands of the parents = Ngakchia cu a nu le a pa zohkhenhnak tangah a um. at hand = pawngte i um peng; by hand = kut in ser, put, tuah; change hands = ngeitu i thlen; fight hand to hand = kut le kut i tawng in i tuk; from hand to mouth = i pek chin, i chanh chin vima; hand in hand = i naih tein, kut i tlai in; hands off = tawng hlah. hand's up = na kut hler hna, tei na si cnag ti langhternak. on hand = naite ah, vun lak zau awk i um; upper hand = tei deuh; e.g. They have the upper hand in the fight = An i paihnak ah khan anmah nih an tei deuh hna. wash one's hands = kei kai tel lo tin kul i ttawl.]			1398			
#
16384	JingphoJingpho	head	the head	po³³	p o ³³	( - - - - - - - - ) p o - ( ³³ - - - - - - )				1			
16539	BodicTshangla	head	the head	ɕa raŋ	ɕ a _ r a ŋ	ɕ a _ r a ŋ				142			
33083	TibetoKinauriBunan	head	the head	puɕa	p u ɕ a	( - - - - - - - - ) p u - ( - ɕ a - - - - )	Comment (by Widmer2014): «WT dbu / ZZ pu / PTB *bu»			1			
33273	TibetoKinauriByangsi	head	the head	pəʃa:	p ə ʃ aː	( - - - - - - - - ) p ə - ( - ʃ aː - - - - )				1			
33491	TibetoKinauriRongpo	head	the head	pusu	p u s u	( - - - - - - - - ) p u - ( - - - s u - - )				1			
33492	TibetoKinauriRongpo	head	the head	si:r	s iː r	s iː r		IA		29844			
33722	KirantiKulung	head (n.)	the head	tɔN	t ɔ ŋ	t ɔ ŋ	Nepali: ṭāuko. (Tolsma1999)			789			
17378	rGyalrongMaerkang	head	the head	tɑ ko	t ɑ _ k o	( - - - - - - - - t ɑ _ - - - ) - - k - o - - - - - ( - - - - - - - - - - - - - - - - )				1426			
33936	KirantiBantawa	head	the head	taŋ	t a ŋ	t a ŋ				789			
17664	TibetanLhasa	head	the head	ko¹³	k o ¹³	( - - - - - - - - - - - - - - ) - - k - o - - - - ¹³ ( - - - - - - - - - - - - - - - - )				1426			
38307	Karbi		the head	+phú	+ ph ú		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phu, akethe, kilit[...]» (page: 300)			1			
34538	BurmishRangoon		the head	kʰɑ̃u⁵⁵	kʰ ɑ̃ u ∼ ⁵⁵	( - - - - - - - - - - - - - - ) - - kʰ - ɑ̃ u - ∼ - - ( ⁵⁵ - - - - - - - - - - - - - - - )				690	350		
34539	BurmishRangoon		the head	gɑ̃u⁵⁵	g ɑ̃ u ∼ ⁵⁵	( - - - - - - - - - - - - - - ) - - g - ɑ̃ u - ∼ - - ( ⁵⁵ - - - - - - - - - - - - - - - )				690	350		
34811	BurmishAchang	head n	the head	ni³¹kuaŋ³¹	n i ³¹ + k u a ŋ ³¹	( n i ³¹ + - - - - - - - - - - ) - - k u a - - ŋ - - ( ³¹ - - - - - - - - - - - - - - - )				690	1069 350		head1 head2
34812	BurmishAtsi	head n	the head	u²¹lu̱m²¹	u ²¹ + l ṵ m ²¹	- - - - - u ²¹ + - l ṵ m ²¹				1103	348 349		head round
34813	BurmishBola	head n	the head	u̱³⁵lam³¹	ṵ ³⁵ + l a m ³¹	- - - - - ṵ ³⁵ + - l a m ³¹				1103	348 349		egg round-1
34814	BurmishLashi	head n	the head	wo̱⁵⁵lɔ̱m⁵³	w o̰ ⁵⁵ + l ɔ̰ m ⁵³	- - - - w o̰ ⁵⁵ + - l ɔ̰ m ⁵³				1103	348 349		
34816	BurmishMaru	head n	the head	au³⁵lam³⁵	a u ³⁵ + l a m ³⁵	- - - - - a u ³⁵ + l a m ³⁵				1103	348 349		head round
34817	BurmishXiandao	head n	the head	u³¹kɔŋ³¹	u ³¹ + k ɔ ŋ ³¹	( - - - - - - - - - - - u ³¹ + ) - - k - ɔ - - ŋ - - ( ³¹ - - - - - - - - - - - - - - - )				690	348 350		egg-head round-thing
18612	rGyalrongDaofu	head	the head	ʁə	ʁ ə	( - - - - - - - - - - - - - - ) - - ʁ - ə - - - - - ( - - - - - - - - - - - - - - - - )				1426			
19051	NungicDulong	head	the head	ɑ³¹pɛʔ⁵⁵	ɑ ³¹ + p ɛ ʔ ⁵⁵	( ɑ ³¹ + - - - - - ) p ɛ ʔ ( ⁵⁵ - - - - - - )				10309			
19053	NungicDulong	head	the head	u⁵⁵	u ⁵⁵	- - - - - u ⁵⁵ - - - - - -				1103			
19292	TibetanBatang	head	the head	ŋgᴜ⁵³	ŋ g ᴜ ⁵³	( - - - - - - - - - - - - - - ) - ŋ g - ᴜ - - - - ⁵³ ( - - - - - - - - - - - - - - - - )	!			1426			
35786	KirantiBahing	head (n)	the head	pija	p i j a	p i j a				1399			
36015	MizoLushai	head	the head	hotu	h o t u	h o t u				1524			
36759	SiniticBeijing	head	the head	nɑo²¹⁴₂₁tæi⁰	n ɑ o ²¹⁴₂₁ t æ i ⁰	n ɑ o ²¹⁴₂₁ t æ i ⁰ - - - - - - - -			腦袋〔瓜兒〕	2790	110 111	腦袋	the-110 _the-111
36760	SiniticGuangzhou	head	the head	tʰɐu²¹hɔk³³	tʰ ɐ u ²¹ h ɔ k ³³	tʰ ɐ u ²¹ ( h ɔ k ³³ - - - )			頭殼	1437	560 460	頭殼	the-560 _the-460
36763	SiniticJieyang		the head	tʰau⁵⁵	tʰ a u ⁵⁵	tʰ a u ⁵⁵ ( - - - - - - - )				1437	560	頭	the-560
36764	SiniticXingning		the head	tʰiu²⁴	tʰ i u ²⁴	tʰ i u ²⁴ ( - - - - - - - )				1437	560	頭	the-560
4312	TibetanOldTibetan	head	the head	mgo	m g o	( - - - - - - - - - - - - - - ) - m g - o - - - - - ( - - - - - - - - - - - - - - - - )			头	1426		首	
4325	KirantiKhaling	head	the head	dhōŋ	dʰ ō ŋ	dʰ ō ŋ			头	789		首	
4326	KirantiLimbu	head	the head	thɛgek	tʰ ɛ g e k	tʰ ɛ g e k			头	1847		首	
4341	rGyalrongJaphug	head	the head	tɯ-ku	t ɯ ◦ k u	( - - - - - - - - t ɯ ◦ - - - ) - - k - u - - - - - ( - - - - - - - - - - - - - - - - )			头	1426		首	
4345	Tangut	head	the head	ɣu¹	ɣ u ¹				头	1426		首	
21161	QiangicZhaba	head	the head	gu¹³	g u ¹³	( - - - - - - - - - - - - - - ) - - g - u - - - - - ( ¹³ - - - - - - - - - - - - - - - )				1426			
37637	NagaUkhrul	head	the head	ʔa-kuj	ʔ a + k u j	( - - - - ʔ a - + - - - - - - ) - - k - u - j - - - ( - - - - - - - - - - - - - - - - )				1348			
21299	DengDarangTaraon	head	the head	kɹu⁵³	k ɹ u ⁵³	( - - - - - - - - - - - - - - ) - - k ɹ u - - - - - ( ⁵³ - - - - - - - - - - - - - - - )				1388			
37842	KirantiHayu	head (n)	the head	putshi	p u tsʰ i	( - - - - - - - - ) p u - ( - - - - - tsʰ i )				1			
36014	MizoLushai	head	the head	lu	l u	l u - - ( - - - - - - - )				10552			
21953	TibetanXiahe	head	the head	ngo tə	n g o _ t ə	( - - - - - - - - - - - - - - ) - n g - o - - - - - ( - - - - - _ t ə - - - - - - - - )	!			1426			
33854	TibetanOldTibetan		the head	dbu	d b u	( - - - d - - - - ) b u - ( - - - - - - - )				1			
31151	BurmishOldBurmese		the head	kho₂ṅḥ	kh o₂ ṅ ḥ	( - - - - - - - - - - - - - - ) - - kh - o₂ - - ṅ ḥ - ( - - - - - - - - - - - - - - - - )				690			
23072	LoloishLisu	head	the head	o⁵⁵du̱³³	o ⁵⁵ ◦ d u̱ ³³	- - - - - o ⁵⁵ ◦ - d u̱ - ³³				1103			
23127	TaniBokar	head	the head	dum pɯr	d u m + p ɯ r	( - - - - d u m + ) p ɯ r ( - - - - - - - )				10310			
36761	SiniticChaozhou		the head	tʰau⁵⁵	tʰ a u ⁵⁵	tʰ a u ⁵⁵ ( - - - - - - - )				1437	560	頭	the-560
36762	SiniticLonggang		the head	tʰiu²¹la³³	tʰ i u ²¹ l a ³³	tʰ i u ²¹ ( - - - - l a ³³ )				1437	560 620	頭囗	the-560 _the-620
24087	TibetanAlike	head	the head	ngo	n g o	( - - - - - - - - - - - - - - ) - n g - o - - - - - ( - - - - - - - - - - - - - - - - )	!			1426			
24399	DengYidu	head	the head	e⁵⁵ko⁵⁵ɹɑ⁵⁵	e ⁵⁵ ◦ k o ⁵⁵ ◦ ɹ ɑ ⁵⁵	( - - - - - e ⁵⁵ ◦ - - - - - - ) - - k - o - - - - - ( ⁵⁵ ◦ ɹ ɑ ⁵⁵ - - - - - - - - - - - )				1426			
31635	KhroskyabsWobzi		the head	ʁû	ʁ û	( - - - - - - - - - - - - - - ) - - ʁ - û - - - - - ( - - - - - - - - - - - - - - - - )				1426			
38538	Rabha	head	the head	tɨ-kam	t ɨ + k a m					10375			
30862	SiniticOldChinese		the head	l̥uʔ	l̥ u ʔ	l̥ u - ʔ ( - - - - - - - )			头	10552		首	the-1208
31894	ChepangChepang	head	the head	ta.laŋ	t a + l a ŋ	t a + l a ŋ				3826			
32151	GaroGaro	head (n)	the head	sko	s k o	( - - - - - - - - - - - - - - ) s - k - o - - - - - ( - - - - - - - - - - - - - - - - )				1426			
32492	KirantiThulung		the head	bwi	b w i	b w i				4074			
32728	ChinHakha	head (n.)	the head	1. lu;	l ûu	l ûu - - ( - - - - - - - )	[full entry: 2. hruaitu bik; 3. a sang bik, fimnak; e.g. She has a good head for science = Science cawnnak caah a thluak a tha. keep one's head = biachimnak le thil tinak i i sum. lose one's head = 1. thinhun i tuahmi zei a si ti hngalh ti lo; 2. a lung a caw; over one's head = a thluak phak leng a si. put heads together = hmunkhat i ttuan tti. turned one's head = luarpar kai; e.g. Their praise turned her head = An thangtthatnak nih a luarpar a kaiter.]			10552			
#
16434	JingphoJingpho	heart	the heart	să³¹lum³³	s ă ³¹ ◦ l u m ³³	s ă ³¹ ◦ l u m ³³				51			
38299	Karbi		the heart	ingthin	i ng th i n		from :cite:Walker1925<br>page in :cite:Walker1925 301			10378			
16587	BodicTshangla	heart	the heart	thiŋ lom	tʰ i ŋ _ l o m	tʰ i ŋ _ l o m				178			
33101	TibetoKinauriBunan	heart, mind	the heart	ɕoɕa	ɕ o ɕ a	ɕ - o - ( ɕ a - - )				386			
33274	TibetoKinauriByangsi	heart	the heart	ʃi◦sɔ	ʃ i + s ɔ	ʃ - i + ( - - s ɔ )				386			
33493	TibetoKinauriRongpo	heart	the heart	dil	d i l	d i l		IA		29845			
33494	TibetoKinauriRongpo	heart	the heart	ʃuaʃa	ʃ u a ʃ a	ʃ u a - ( ʃ a - - )				386			
33723	KirantiKulung	heart (n.)	the heart	cɔwa	tʃ ɔ w a	tʃ ɔ ( w a )	Nepali: muṭu. (Tolsma1999)			669			
17426	rGyalrongMaerkang	heart	the heart	tə ʃnᴇ	t ə _ ʃ n ᴇ	( t ə _ ) ʃ n ᴇ ( - ) - ( - - - - - - - - - )				539			
33938	KirantiBantawa	hart, the physical heart	the heart	cuwa	ts u w a	ts u ( w a )				669			
17735	TibetanLhasa	heart	the heart	ȵiŋ⁵⁵	ȵ i ŋ ⁵⁵	( - - - ) - ȵ i ( ŋ ) ⁵⁵ ( - - - - - - - - - )				539			
34826	BurmishAchang	heart n	the heart	ȵ̥a⁵⁵lum³¹	n̥ʲ a ⁵⁵ + l u m ³¹	( - - - ) - n̥ʲ a ( - ) - ( ⁵⁵ + l u m ³¹ - - - )				539	353 354		heart round
34828	BurmishBola	heart n	the heart	na̱k⁵⁵lam³¹	n a̰ k ⁵⁵ + l a m ³¹	( - - - ) - n a̰ ( k ) - ( ⁵⁵ + l a m ³¹ - - - )				539	353 354		heart round-1
34829	BurmishLashi	heart n	the heart	nə̱k⁵⁵lɔm³³	n ə̰ k ⁵⁵ + l ɔ m ³³	( - - - ) - n ə̰ ( k ) - ( ⁵⁵ + l ɔ m ³³ - - - )				539	353 354		heart round
34832	BurmishXiandao	heart n	the heart	n̥ɔʔ³¹lum³¹	n̥ ɔ ʔ ³¹ + l u m ³¹	( - - - ) - n̥ ɔ ( ʔ ) - ( ³¹ + l u m ³¹ - - - )				539	353 354		heart round
18534	NungicDulong	heart	the heart	ɹɯ³¹mɛʔ⁵⁵	ɹ ɯ ³¹ + m ɛ ʔ ⁵⁵	ɹ ɯ ³¹ + m ɛ ʔ ⁵⁵				1144			
38595	Rabha	heart	the heart	kʰápak tútʃi	kʰ á p a k t ú tʃ i	kʰ á p a k t ú tʃ i				10377			
19346	TibetanBatang	heart	the heart	ȵĩ⁵⁵	ȵ ĩ ∼ ⁵⁵	( - - - ) - ȵ ĩ ( ∼ ) ⁵⁵ ( - - - - - - - - - )				539			
35787	KirantiBahing	heart (n)	the heart	thymsitsi	tʰ y m s i ts i	tʰ y m s i ts i				2198			
36016	MizoLushai	heart	the heart	lung	l u ŋ	( - - - - ) - l u ŋ ( - - )				1525			
20272	LoloishLisu	heart	the heart	ni³⁵mɑ³³	n i ³⁵ ◦ m ɑ ³³	( - - - ) - n i ( - ) ³⁵ ( - - - - - ◦ m ɑ ³³ )				539			
36766	SiniticGuangzhou		the heart	sɐm⁵³₅₅	s ɐ m ⁵³₅₅	s - ɐ ( m ) ⁵³₅₅				1769	621	心	the-621
36768	SiniticLonggang		the heart	sɪn³³	s ɪ n ³³	s - ɪ ( n ) ³³				1769	621	心	the-621
36769	SiniticJieyang		the heart	sim³³	s i m ³³	s - i ( m ) ³³				1769	621	心	the-621
36770	SiniticXingning		the heart	ɕiʊm⁴⁵	ɕ i ʊ m ⁴⁵	ɕ i ʊ ( m ) ⁴⁵				1769	621	心	the-621
4418	TibetanOldTibetan	heart	the heart	sɲiŋ	s ɲ i ŋ	( - - - ) s ɲ i ( ŋ ) - ( - - - - - - - - - )			心脏	539		心	
4432	KirantiLimbu	heart	the heart	luŋma	l u ŋ m a	( - - - - ) - l u ŋ ( m a )			心脏	1525		心	
4447	rGyalrongJaphug	heart	the heart	tɯ-sni	t ɯ ◦ s n i	( t ɯ ◦ ) s n i ( - ) - ( - - - - - - - - - )			心脏	539		心	
4451	Tangut	heart	the heart	njiij¹	n j ii j ¹				心脏	539		心	
21219	QiangicZhaba	heart	the heart	ʂnɛ¹³	ʂ n ɛ ¹³	( - - - ) ʂ n ɛ ( - ) - ( ¹³ - - - - - - - - )				539			
22001	TibetanXiahe	heart	the heart	hȵaŋ	h ȵ a ŋ	( - - - ) h ȵ a ( ŋ ) - ( - - - - - - - - - )				539			
23748	DengDarangTaraon	heart	the heart	xɑ³¹po⁵⁵tiɑi⁵³	x ɑ ³¹ ◦ p o ⁵⁵ ◦ t i ɑ i ⁵³	x ɑ ³¹ ◦ p o ⁵⁵ ◦ t i ɑ i ⁵³				2718			
36765	SiniticBeijing		the heart	ɕiɘn⁵⁵	ɕ i ɘ n ⁵⁵	ɕ i ɘ ( n ) ⁵⁵				1769	621	心	the-621
36767	SiniticChaozhou		the heart	sim³³	s i m ³³	s - i ( m ) ³³				1769	621	心	the-621
24075	TibetanAlike	heart	the heart	rȵ̥aŋ	r ȵ̥ a ŋ	( - - - ) r ȵ̥ a ( ŋ ) - ( - - - - - - - - - )	!			539			
24451	DengYidu	heart	the heart	ɑ⁵⁵po⁵⁵bɹɑ³⁵	ɑ ⁵⁵ ◦ p o ⁵⁵ ◦ b ɹ ɑ ³⁵	ɑ ⁵⁵ ◦ p o ⁵⁵ ◦ b ɹ ɑ ³⁵				2888			
4431	KirantiKhaling	heart	the heart	ʦɵ̂ː	ʦ ɵ̂ː	ʦ ɵ̂ː ( - - )			心脏	669		心	
34748	BurmishRangoon		the heart	hnɑ⁵³lõ⁵⁵	n̥ ɑ ⁵³ + l õ ∼ ⁵⁵	( - - - ) - n̥ ɑ ( - ) - ( ⁵³ + l õ ∼ ⁵⁵ - - - )				539	353 354		
34827	BurmishAtsi	heart n	the heart	ni̱k⁵⁵lu̱m²¹	n ḭ k ⁵⁵ + l ṵ m ²¹	( - - - ) - n ḭ ( k ) - ( ⁵⁵ + l ṵ m ²¹ - - - )				539	353 354		heart round
34830	BurmishMaru	heart n	the heart	na̱k⁵⁵lam³⁵	n a̰ k ⁵⁵ + l a m ³⁵	( - - - ) - n a̰ ( k ) - ( ⁵⁵ + l a m ³⁵ - - - )				539	353 354		heart round
32153	GaroGaro	heart (n)	the heart	ka•-rong-ti	k a ʔ + r o ŋ + t i	k a ʔ + r o ŋ + t i				3953			
37638	NagaUkhrul	heart	the heart	mə-|luŋ	m ə + + l u ŋ	( m ə + + ) - l u ŋ ( - - )				1525			
37843	KirantiHayu	heart (n)	the heart	thum	tʰ u m	tʰ u m				2198			
30864	SiniticOldChinese		the heart	səm	s ə m	s - ə ( m ) -			心脏	1769		心	the-621
31152	BurmishOldBurmese		the heart	nha◦luṃḥ	nh a ◦ l u ṃ ḥ	( - - - ) - nh a ( - ) - ( - ◦ l u ṃ ḥ - - - )				539			
31637	KhroskyabsWobzi		the heart	sjɑ́r	s j ɑ́ r	s j ɑ́ r				3753			
31897	ChepangChepang	heart; centre of feeling in body	the heart	hluŋ	h l u ŋ	( - - - - ) h l u ŋ ( - - )				1525			
15677	TaniBokar	heart	the heart	ɦoŋ puk	ɦ o ŋ + p u k	( ɦ o ŋ + - - - ) p u k				3909			
15886	rGyalrongDaofu	heart	the heart	zjar	z j a r	z j a r				3753			
32493	KirantiThulung		the heart	thɵ mbok	th ɵ  m b o k	th ɵ  m b o k				3909			
32730	ChinHakha	heart (n.)	the heart	1. lung	l û ŋ	( - - - - ) - l û ŋ ( - - )	[full entry: 2. lungthin; e.g. She spoke from the heart = A lungthin taktak a chim; 3. laifang; e.g. The heart of the town = Khua laifang; 4. biapi bikmi; e.g. Your words go to the heart of the matter = Na bia cu kha thil kong ah khan a biapi bikmi a si. at heart = lungchung ah; by heart = lungchung in, zoh loin. change of heart = lungthlen. take heart = lung a ttha tthan, a tthawng tthan.]			1525			
#
16655	BodicTshangla	horn	the horn (keratinized skin)	wa roŋ	w a _ r o ŋ	( - - - - - - w a _ ) - - - r - o - ŋ - ( - - - - - - - - - - - - )				29719			
33096	TibetoKinauriBunan	horn	the horn (keratinized skin)	rotɕo	r o tɕ o	( - - - - - - - - - ) - - - r - o - - - ( - tɕ o - - - - - - - - - )	Comment (by Widmer2014): «WT rwa co / PTB *ruŋ ~ *rwa(ŋ)»	tib[rwa.tɕo]		29802			
33275	TibetoKinauriByangsi	corner (inside the house); horn	the horn (keratinized skin)	ru	r u	( - - - - - - - - - ) - - - r - u - - - ( - - - - - - - - - - - - )				312			
33495	TibetoKinauriRongpo	horn	the horn (keratinized skin)	ʃu:Ni	ʃ uː ɳ i	ʃ uː ɳ i		IA		29846			
17516	rGyalrongMaerkang	horn	the horn (keratinized skin)	tə ru	t ə _ r u	( - - - t ə _ - - - ) - - - r - u - - - ( - - - - - - - - - - - - )				312			
17826	TibetanLhasa	horn	the horn (keratinized skin)	ra⁵⁵ko⁵²	r a ⁵⁵ ◦ k o ⁵²	( - - - - - - - - - ) - - - r - a - - - ( ⁵⁵ - - - ◦ k o ⁵² - - - - )				312			
34694	BurmishRangoon		the horn (keratinized skin)	ʨʰo²²	tɕʰ o ²²	( - - - - - - - - - ) - - tɕʰ - - o - - - ( ²² - - - - - - - - - - - )				312	381		
34862	BurmishBola	horn	the horn (keratinized skin)	khju⁵⁵	kʰ j u ⁵⁵	( - - - - - - - - - ) - - kʰ j - u - - - ( ⁵⁵ - - - - - - - - - - - )				312	381		horn
18583	TaniBokar	horn	the horn (keratinized skin)	a rəŋ	a + r ə ŋ	( - - - - - - - a + ) - - - r - ə - ŋ - ( - - - - - - - - - - - - )				29719			
18739	rGyalrongDaofu	horn	the horn (keratinized skin)	qrə mbə	q r ə + m b ə	( - - - - - - - - - ) - - q r - ə - - - ( - - - - + m b ə - - - - )	!			312			
18867	TibetanAlike	horn	the horn (keratinized skin)	ra tɕho	r a _ tɕh o	( - - - - - - - - - ) - - - r - a - - - ( - _ tɕh o - - - - - - - - )				312			
35789	KirantiBahing	horn (n)	the horn (keratinized skin)	gro	g r o	( - - - - - - - - - ) - - g r - o - - - ( - - - - - - - - - - - - )				312			
19448	TibetanBatang	horn	the horn (keratinized skin)	ʐa¹³jo⁵³	ʐ a ¹³ ◦ j o ⁵³	( - - - - - - - - - ) - - - ʐ - a ¹³ - - ( - - - - - - - - ◦ j o ⁵³ )				312			
36018	MizoLushai	horn	the horn (keratinized skin)	ki	k i	( - - - - - - - - - ) - - k - - i - - - ( - - - - - - - - - - - - )				899			
36778	SiniticGuangzhou		the horn (keratinized skin)	kɔk³	k ɔ k ³	( - - - - - - - - - ) - - k - - ɔ - k ³ ( - - - - - - - - - - - - )				365	622	角	the-622
36779	SiniticChaozhou		the horn (keratinized skin)	kak²	k a k ²	( - - - - - - - - - ) - - k - - a - k ² ( - - - - - - - - - - - - )				365	622	角	the-622
36780	SiniticLonggang		the horn (keratinized skin)	kɔk³	k ɔ k ³	( - - - - - - - - - ) - - k - - ɔ - k ³ ( - - - - - - - - - - - - )				365	622	角	the-622
36781	SiniticJieyang		the horn (keratinized skin)	kak²	k a k ²	( - - - - - - - - - ) - - k - - a - k ² ( - - - - - - - - - - - - )				365	622	角	the-622
36782	SiniticXingning		the horn (keratinized skin)	kɔʔ²	k ɔ ʔ ²	( - - - - - - - - - ) - - k - - ɔ - ʔ ² ( - - - - - - - - - - - - )				365	622	角	the-622
4749	KirantiKhaling	horn	the horn (keratinized skin)	ghrʌ̄ŋ	gʰ r ʌ̄ ŋ	( - - - - - - - - - ) - - gʰ r - ʌ̄ - ŋ - ( - - - - - - - - - - - - )			角	29719		角	
4750	KirantiLimbu	horn	the horn (keratinized skin)	taŋ	t a ŋ +	t a ŋ +			角	29720		角	
4765	rGyalrongJaphug	horn	the horn (keratinized skin)	ta-ʁrɯ	t a ◦ ʁ r ɯ	( - - - t a ◦ - - - ) - - ʁ r - ɯ - - - ( - - - - - - - - - - - - )			角	312		角	
4769	Tangut	horn	the horn (keratinized skin)	khiwə¹	kʰ i w ə ¹				角	312		角	
21309	QiangicZhaba	horn	the horn (keratinized skin)	ʐʌ³³pə⁵⁵	ʐ ʌ ³³ ◦ p ə ⁵⁵	( - - - - - - - - - ) - - - ʐ - ʌ - - - ( ³³ - - - ◦ p ə ⁵⁵ - - - - )				312			
21656	LoloishLisu	horn	the horn (keratinized skin)	o⁵⁵tʃhi̱³³	o ⁵⁵ tʃh i̱ ³³	( - - - - - - - o ⁵⁵ ) - - tʃh - - i̱ - - - ( ³³ - - - - - - - - - - - )				312			
22075	TibetanXiahe	horn	the horn (keratinized skin)	ra tɕo	r a _ tɕ o	( - - - - - - - - - ) - - - r - a - - - ( - _ tɕ o - - - - - - - - )				312			
38464	Karbi		the horn (keratinized skin)	nu	n u		from :cite:Walker1925<br>page in :cite:Walker1925 304			10385			
38559	Rabha	horn	the horn (keratinized skin)	kroŋ	k r o ŋ					29719			
38735	BurmishXiandao		the horn (keratinized skin)	a³¹khʐau⁵⁵	a ³¹ kʰ ʐ a u ⁵⁵	a ³¹ kʰ ʐ a u ⁵⁵				312			
38736	BurmishLashi		the horn (keratinized skin)	khjou³³	kʰ j o u ³³	kʰ j o u ³³				312			
38776	BurmishAtsi		the horn (keratinized skin)	khjui⁵¹	kʰ j u i ⁵¹	kʰ j u i ⁵¹				312			
