ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
15957	Jaru	jaru1254	LONG		laɹbi	l a ɹ b i	l a r b i	R V R P V	L A R P I	LONG:6565	6565
15959	Djiwarli	djiw1241	LONG		wanara	w a n a r a	w a n a r a	W V N V R V	W A N A R A	LONG:6583	6583
15962	Kalkutung	kalk1246	LONG		uɭkuːri	u ɭ k uː r i	u L k u r i	V R K V R V	Y L K Y R I	LONG:6550	6550
15963	Gamilaraay	gami1243	LONG		guɹaɹalːa	g u ɹ a ɹ a lː a	g u r a r a l a	K V R V R V R V	K Y R A R A L A	LONG:6554	6554
15964	Karadjeri	kara1476	LONG		maːdo	m aː d o	m a d o	M V T V	M A T U	LONG:6593	6593
15966	Kartujarra	kart1247	LONG		waɭpukuru	w a ɭ p u k u r u	w a L p u k u r u	W V R P V K V R V	W A L P Y K Y R Y	LONG:6580	6580
15968	Kaurna	kaur1267	LONG		towinːa	t o w i nː a	t o w i n a	T V W V N V	T U W I N A	LONG:6566	6566
15972	Kukatja	kuka1246	LONG		lurku	l u r k u	l u r k u	R V R K V	L Y R K Y	LONG:6547	6547
15973	Kuku-Yalanji	kuku1273	LONG		kalbaj	k a l b a j	k a l b a y	K V R P V J	K A L P A J	LONG:6622	6622
15976	Gurdjar	gurd1238	LONG		ɣeralβin̪	ɣ e r a l β i n̪	x e r a l b i n	K V R V R P V N	G E R A L B I N	LONG:6621	6621
15977	Gurdjar	gurd1238	LONG		ɣeːr	ɣ eː r	x e r	K V R	G E R	LONG:6621	6621
15978	Gurdjar	gurd1238	LONG		ntoɹɣalβin̪	n t o ɹ ɣ a l β i n̪	n t o r x a l b i n	N T V R K V R P V N	N T U R G A L B I N	LONG:6621	6621
15979	Kuuku-Ya'u	kuuk1238	LONG		uːŋkulanci	uː ŋ k u l a n c i	u N k u l a n T i	V N K V R V N K V	Y N K Y L A N C I	LONG:6584	6584
15981	Kala Lagaw Ya	kala1377	LONG		kutal	k u t a l	k u t a l	K V T V R	K Y T A L	LONG:6557	6557
15986	Margany	marg1253	LONG		gudgan	g u d g a n	g u d g a n	K V T K V N	K Y T K A N	LONG:6542	6542
15987	Martu Wangka	mart1256	LONG		waɭpukuru	w a ɭ p u k u r u	w a L p u k u r u	W V R P V K V R V	W A L P Y K Y R Y	LONG:6580	6580
16003	Mudburra	mudb1240	LONG		wiliɭa	w i l i ɭ a	w i l i L a	W V R V R V	W I L I L A	LONG:6554	6554
16005	Muruwari	muru1266	LONG		pantara	p a n t a r a	p a n t a r a	P V N T V R V	P A N T A R A	LONG:6552	6552
16007	Ngaanyatjarra	ngaa1240	LONG		tcatamunu	t c a t a m u n u	t T a t a m u n u	T K V T V M V N V	T C A T A M Y N Y	LONG:6548	6548
16008	Ngaanyatjarra	ngaa1240	LONG		waɹa	w a ɹ a	w a r a	W V R V	W A R A	LONG:6548	6548
16009	Ngaanyatjarra	ngaa1240	LONG		waɭjkara	w a ɭ j k a r a	w a L y k a r a	W V R J K V R V	W A L J K A R A	LONG:6548	6548
16010	Ngaanyatjarra	ngaa1240	LONG		wirmiɹa	w i r m i ɹ a	w i r m i r a	W V R M V R V	W I R M I R A	LONG:6548	6548
16012	Lower Riverland	lowe1402	LONG		woɹpipːi	w o ɹ p i pː i	w o r p i p i	W V R P V P V	W U R P I P I	LONG:6617	6617
16013	Ngamini	ngam1284	LONG		pajiɹi	p a j i ɹ i	p a y i r i	P V J V R V	P A J I R I	LONG:6575	6575
16015	Ngarinman	ngar1235	LONG		cuwal	c u w a l	T u w a l	K V W V R	C Y W A L	LONG:6545	6545
16017	Ngarluma	ngar1287	LONG		maɳdiwaŋga	m a ɳ d i w a ŋ g a	m a n d i w a N g a	M V N T V W V N K V	M A N T I W A N K A	LONG:6613	6613
16018	Narrinyeri	narr1259	LONG		julbe	j u l b e	y u l b e	J V R P V	J Y L P E	LONG:6576	6576
16026	Northern Coastal Nyangumarta	nort2754	LONG		muntu	m u n t u	m u n t u	M V N T V	M Y N T Y	LONG:6613	6613
16027	Nyamal	nyam1271	LONG		wiɳtuɹu	w i ɳ t u ɹ u	w i n t u r u	W V N T V R V	W I N T Y R Y	LONG:1	1
16028	Nyangumarta	nyan1301	LONG		makanu	m a k a n u	m a k a n u	M V K V N V	M A K A N Y	LONG:6582	6582
16029	Nyunga	nyun1247	LONG		wuri	w u r i	w u r i	W V R V	W Y R I	LONG:6561	6561
16030	Paakantyi	darl1243	LONG		baːluɹu	b aː l u ɹ u	b a l u r u	P V R V R V	P A L Y R Y	LONG:6551	6551
16033	Panytyima	pany1241	LONG		wanara	w a n a r a	w a n a r a	W V N V R V	W A N A R A	LONG:6583	6583
16034	Banggarla	bang1339	LONG		wendu	w e n d u	w e n d u	W V N T V	W E N T Y	LONG:6568	6568
16035	Bayungu	bayu1240	LONG		wibiɹi	w i b i ɹ i	w i b i r i	W V P V R V	W I P I R I	LONG:6543	6543
16040	Pitjantjatjara	pitj1243	LONG		waɹa	w a ɹ a	w a r a	W V R V	W A R A	LONG:6549	6549
16041	Pitjantjatjara	pitj1243	LONG		walata	w a l a t a	w a l a t a	W V R V T V	W A L A T A	LONG:6549	6549
16042	Pitjantjatjara	pitj1243	LONG		watawaɹa	w a t a w a ɹ a	w a t a w a r a	W V T V W V R V	W A T A W A R A	LONG:6549	6549
16043	Pitta Pitta	pitt1247	LONG		cuwarhi	c u w a r h i	T u w a r h i	K V W V R H V	C Y W A R H I	LONG:6545	6545
16045	Ritarungo	rita1239	LONG		wejin	w e j i n	w e y i n	W V J V N	W E J I N	LONG:6559	6559
16046	Dhalandji	dhal1245	LONG		wibiɹi	w i b i ɹ i	w i b i r i	W V P V R V	W I P I R I	LONG:6543	6543
16047	Dhargari	dhar1247	LONG		wanara	w a n a r a	w a n a r a	W V N V R V	W A N A R A	LONG:6583	6583
16050	Wagaya	waga1260	LONG		t̪uʈʔaŋ	t̪ u ʈ ʔ a ŋ	t u t 7 a N	T V T H V N	T Y T H A N	LONG:6611	6611
16056	Ngura	ngur1261	LONG		t̪urubila	t̪ u r u b i l a	t u r u b i l a	T V R V P V R V	T Y R Y P I L A	LONG:6594	6594
16060	Warlpiri	warl1254	LONG		kiriɖi	k i r i ɖ i	k i r i d i	K V R V T V	K I R I T I	LONG:6556	6556
16062	Wanman	wanm1242	LONG		tiwa	t i w a	t i w a	T V W V	T I W A	LONG:6579	6579
16063	Wariyangga	wari1262	LONG		wanara	w a n a r a	w a n a r a	W V N V R V	W A N A R A	LONG:6583	6583
16064	Warumungu	waru1265	LONG		cunmaɳ	c u n m a ɳ	T u n m a n	K V N M V N	C Y N M A N	LONG:6558	6558
16066	Wathawurrung	wath1238	LONG		ɲirim	ɲ i r i m	H i r i m	N V R V M	N I R I M	LONG:6574	6574
16069	Wik-Mungkan	wikm1247	LONG		wacan	w a c a n	w a T a n	W V K V N	W A C A N	LONG:6599	6599
16070	Wiradhuri	wira1262	LONG		barmiɹ	b a r m i ɹ	b a r m i r	P V R M V R	P A R M I R	LONG:6586	6586
16071	Wirangu-Nauo	wira1260	LONG		wiɖiɲ	w i ɖ i ɲ	w i d i H	W V T V N	W I T I N	LONG:6570	6570
16076	Yan-nhangu	yann1237	LONG		baɳd̪ar	b a ɳ d̪ a r	b a n d a r	P V N T V R	P A N T A R	LONG:6552	6552
16077	Yandruwandha	yand1253	LONG		pajiri	p a j i r i	p a y i r i	P V J V R V	P A J I R I	LONG:6575	6575
16078	Yandruwandha	yand1253	LONG		marpu	m a r p u	m a r p u	M V R P V	M A R P Y	LONG:6575	6575
16079	Yandruwandha	yand1253	LONG		marpuwit̪i	m a r p u w i t̪ i	m a r p u w i t i	M V R P V W V T V	M A R P Y W I T I	LONG:6575	6575
16082	Yawarawarga	yawa1258	LONG		paciɹi	p a c i ɹ i	p a T i r i	P V K V R V	P A C I R I	LONG:6575	6575
16084	Yindjibarndi	yind1247	LONG		winbiɹi	w i n b i ɹ i	w i n b i r i	W V N P V R V	W I N P I R I	LONG:6543	6543
16086	Yorta Yorta	yort1237	LONG		dciruŋana	d c i r u ŋ a n a	d T i r u N a n a	T K V R V N V N V	T C I R Y N A N A	LONG:6581	6581
16088	Yulparitja	yulp1238	LONG		walpukuru	w a l p u k u r u	w a l p u k u r u	W V R P V K V R V	W A L P Y K Y R Y	LONG:6580	6580
16089	Yuwaalaraay	yuwa1242	LONG		gujaːr	g u j aː r	g u y a r	K V J V R	K Y J A R	LONG:6554	6554
16090	Adnyamathanha	adny1235	LOUSE		iɖa	i ɖ a	i d a	V T V	I T A	LOUSE:6674	6674
16091	Alyawarr	alya1239	LOUSE		arem	a r e m	a r e m	V R V M	A R E M	LOUSE:6661	6661
16093	Arabana	arab1267	LOUSE		kata	k a t a	k a t a	K V T V	K A T A	LOUSE:6640	6640
16095	Yugambeh-Bandjalang	band1339	LOUSE		dulum_j	d u l u m j	d u l u m y	T V R V M J	T Y L Y M J	LOUSE:6669	6669
16103	Dhangu	dhan1270	LOUSE		dcuku	d c u k u	d T u k u	T K V K V	T C Y K Y	LOUSE:6685	6685
16105	Sydney	sydn1236	LOUSE		jagaɹ	j a g a ɹ	y a g a r	J V K V R	J A K A R	LOUSE:6653	6653
16109	Dhuwal	dhuw1249	LOUSE		miɳiɲˀkar	m i ɳ i ɲ ˀk a r	m i n i H k a r	M V N V N K V R	M I N I N K A R	LOUSE:6646	6646
16111	Dieri	dier1241	LOUSE		kata	k a t a	k a t a	K V T V	K A T A	LOUSE:6640	6640
16112	Dyaabugay	dyaa1242	LOUSE		gulij	g u l i j	g u l i y	K V R V J	K Y L I J	LOUSE:6674	6674
16113	Djambarrpuyngu	djam1256	LOUSE		ɖilmur	ɖ i l m u r	d i l m u r	T V R M V R	T I L M Y R	LOUSE:6646	6646
16115	Djinang	djin1253	LOUSE		mimi	m i m i	m i m i	M V M V	M I M I	LOUSE:6637	6637
16117	Gamilaraay	gami1243	LOUSE		muɲi	m u ɲ i	m u H i	M V N V	M Y N I	LOUSE:6641	6641
16123	Kumbainggar	kumb1268	LOUSE		muːɲu	m uː ɲ u	m u H u	M V N V	M Y N Y	LOUSE:6678	6678
16126	Gupapuyngu	gupa1247	LOUSE		dcuku	d c u k u	d T u k u	T K V K V	T C Y K Y	LOUSE:6685	6685
16127	Gurindji	guri1247	LOUSE		wuʈu	w u ʈ u	w u t u	W V T V	W Y T Y	LOUSE:6674	6674
16128	Guyani	guya1249	LOUSE		pintciɹi	p i n t c i ɹ i	p i n t T i r i	P V N T K V R V	P I N T C I R I	LOUSE:6674	6674
16129	Sydney	sydn1236	LOUSE		munu	m u n u	m u n u	M V N V	M Y N Y	LOUSE:1	1
16130	Jaru	jaru1254	LOUSE		cumbu	c u m b u	T u m b u	K V M P V	C Y M P Y	LOUSE:6645	6645
16132	Djiwarli	djiw1241	LOUSE		kulu	k u l u	k u l u	K V R V	K Y L Y	LOUSE:6674	6674
16133	Kalkutung	kalk1246	LOUSE		t̪ut̪u	t̪ u t̪ u	t u t u	T V T V	T Y T Y	LOUSE:6683	6683
16134	Gamilaraay	gami1243	LOUSE		muɲe	m u ɲ e	m u H e	M V N V	M Y N E	LOUSE:6641	6641
16135	Karadjeri	kara1476	LOUSE		lincar	l i n c a r	l i n T a r	R V N K V R	L I N C A R	LOUSE:6632	6632
16139	Kartujarra	kart1247	LOUSE		putin	p u t i n	p u t i n	P V T V N	P Y T I N	LOUSE:6643	6643
16141	Kaurna	kaur1267	LOUSE		kudlo	k u d l o	k u d l o	K V T R V	K Y T L U	LOUSE:6674	6674
16145	Kukatja	kuka1246	LOUSE		ledci_ledci	l e d c i l e d c i	l e d T i l e d T i	R V T K V R V T K V	L E T C I L E T C I	LOUSE:6642	6642
16146	Kuku-Yalanji	kuku1273	LOUSE		buŋun	b u ŋ u n	b u N u n	P V N V N	P Y N Y N	LOUSE:6635	6635
16149	Gurdjar	gurd1238	LOUSE		wolnt̪oɖ	w o l n t̪ o ɖ	w o l n t o d	W V R N T V T	W U L N T U T	LOUSE:6682	6682
16150	Kuuku-Ya'u	kuuk1238	LOUSE		kaku	k a k u	k a k u	K V K V	K A K Y	LOUSE:6662	6662
16152	Kala Lagaw Ya	kala1377	LOUSE		aɹi	a ɹ i	a r i	V R V	A R I	LOUSE:6633	6633
16156	Margany	marg1253	LOUSE		baŋu	b a ŋ u	b a N u	P V N V	P A N Y	LOUSE:6675	6675
16157	Martu Wangka	mart1256	LOUSE		wiɳka	w i ɳ k a	w i n k a	W V N K V	W I N K A	LOUSE:6654	6654
16163	Mudburra	mudb1240	LOUSE		cuda	c u d a	T u d a	K V T V	C Y T A	LOUSE:6644	6644
16165	Muruwari	muru1266	LOUSE		kuːɳi	k uː ɳ i	k u n i	K V N V	K Y N I	LOUSE:6655	6655
16167	Ngaanyatjarra	ngaa1240	LOUSE		tciʈu	t c i ʈ u	t T i t u	T K V T V	T C I T Y	LOUSE:6683	6683
16170	Lower Riverland	lowe1402	LOUSE		pəaəanko	p ə a ə a n k o	p I a I a n k o	P V V V V N K V	P E A E A N K U	LOUSE:1	1
16171	Ngamini	ngam1284	LOUSE		kata	k a t a	k a t a	K V T V	K A T A	LOUSE:6640	6640
16173	Ngarinman	ngar1235	LOUSE		wudu	w u d u	w u d u	W V T V	W Y T Y	LOUSE:6674	6674
16175	Ngarluma	ngar1287	LOUSE		gulu	g u l u	g u l u	K V R V	K Y L Y	LOUSE:6674	6674
16176	Narrinyeri	narr1259	LOUSE		taŋkaɹi	t a ŋ k a ɹ i	t a N k a r i	T V N K V R V	T A N K A R I	LOUSE:6649	6649
16181	Northern Coastal Nyangumarta	nort2754	LOUSE		paluɭ	p a l u ɭ	p a l u L	P V R V R	P A L Y L	LOUSE:6632	6632
16182	Nyamal	nyam1271	LOUSE		paɭuɭ	p a ɭ u ɭ	p a L u L	P V R V R	P A L Y L	LOUSE:1	1
16183	Nyangumarta	nyan1301	LOUSE		paɭu	p a ɭ u	p a L u	P V R V	P A L Y	LOUSE:6632	6632
16184	Nyunga	nyun1247	LOUSE		kuːl	k uː l	k u l	K V R	K Y L	LOUSE:6674	6674
16185	Paakantyi	darl1243	LOUSE		ɖiɹginca	ɖ i ɹ g i n c a	d i r g i n T a	T V R K V N K V	T I R K I N C A	LOUSE:6638	6638
16187	Panytyima	pany1241	LOUSE		kulu	k u l u	k u l u	K V R V	K Y L Y	LOUSE:6674	6674
16188	Banggarla	bang1339	LOUSE		kudlu	k u d l u	k u d l u	K V T R V	K Y T L Y	LOUSE:6674	6674
16189	Bayungu	bayu1240	LOUSE		kulu	k u l u	k u l u	K V R V	K Y L Y	LOUSE:6674	6674
16191	Pitjantjatjara	pitj1243	LOUSE		tciʈu	t c i ʈ u	t T i t u	T K V T V	T C I T Y	LOUSE:6683	6683
16192	Pitta Pitta	pitt1247	LOUSE		ɲiɭpa	ɲ i ɭ p a	H i L p a	N V R P V	N I L P A	LOUSE:6665	6665
16194	Ritarungo	rita1239	LOUSE		ɖilmur	ɖ i l m u r	d i l m u r	T V R M V R	T I L M Y R	LOUSE:6685	6685
16195	Dhalandji	dhal1245	LOUSE		kulu	k u l u	k u l u	K V R V	K Y L Y	LOUSE:6674	6674
16196	Dhargari	dhar1247	LOUSE		kudu	k u d u	k u d u	K V T V	K Y T Y	LOUSE:6674	6674
16203	Ngura	ngur1261	LOUSE		ŋuʈi	ŋ u ʈ i	N u t i	N V T V	N Y T I	LOUSE:6666	6666
16206	Warlpiri	warl1254	LOUSE		lutcu	l u t c u	l u t T u	R V T K V	L Y T C Y	LOUSE:6636	6636
16208	Wanman	wanm1242	LOUSE		wiɳka	w i ɳ k a	w i n k a	W V N K V	W I N K A	LOUSE:6654	6654
16209	Wariyangga	wari1262	LOUSE		kulu	k u l u	k u l u	K V R V	K Y L Y	LOUSE:6674	6674
16210	Warumungu	waru1265	LOUSE		putːu	p u tː u	p u t u	P V T V	P Y T Y	LOUSE:6643	6643
16212	Wathawurrung	wath1238	LOUSE		muɲa	m u ɲ a	m u H a	M V N V	M Y N A	LOUSE:6641	6641
16214	Wik-Mungkan	wikm1247	LOUSE		tukaj	t u k a j	t u k a y	T V K V J	T Y K A J	LOUSE:1	1
16215	Wiradhuri	wira1262	LOUSE		d̪uːnd̪in	d̪ uː n d̪ i n	d u n d i n	T V N T V N	T Y N T I N	LOUSE:6658	6658
16216	Wirangu-Nauo	wira1260	LOUSE		guɭu	g u ɭ u	g u L u	K V R V	K Y L Y	LOUSE:6674	6674
16222	Yan-nhangu	yann1237	LOUSE		dcukuʔ	d c u k u ʔ	d T u k u 7	T K V K V H	T C Y K Y H	LOUSE:6685	6685
16223	Yandruwandha	yand1253	LOUSE		kadɹa	k a d ɹ a	k a d r a	K V T R V	K A T R A	LOUSE:6640	6640
16225	Yawarawarga	yawa1258	LOUSE		kadɹa	k a d ɹ a	k a d r a	K V T R V	K A T R A	LOUSE:6640	6640
16227	Yindjibarndi	yind1247	LOUSE		gulu	g u l u	g u l u	K V R V	K Y L Y	LOUSE:6674	6674
16228	Yorta Yorta	yort1237	LOUSE		muna	m u n a	m u n a	M V N V	M Y N A	LOUSE:6641	6641
16230	Yulparitja	yulp1238	LOUSE		maɳtu	m a ɳ t u	m a n t u	M V N T V	M A N T Y	LOUSE:6663	6663
16231	Yuwaalaraay	yuwa1242	LOUSE		mun̪i	m u n̪ i	m u n i	M V N V	M Y N I	LOUSE:1	1
16365	Adnyamathanha	adny1235	MALE PERSON		juɹa	j u ɹ a	y u r a	J V R V	J Y R A	MALE PERSON:6787	6787
16367	Alyawarr	alya1239	MALE PERSON		rwej	r w e j	r w e y	R W V J	R W E J	MALE PERSON:6830	6830
16368	Arabana	arab1267	MALE PERSON		kaɳa	k a ɳ a	k a n a	K V N V	K A N A	MALE PERSON:6778	6778
16372	Yugambeh-Bandjalang	band1339	MALE PERSON		keːbɹa	k eː b ɹ a	k e b r a	K V P R V	K E P R A	MALE PERSON:6811	6811
16384	Dhangu	dhan1270	MALE PERSON		ɖiramu	ɖ i r a m u	d i r a m u	T V R V M V	T I R A M Y	MALE PERSON:6846	6846
16386	Sydney	sydn1236	MALE PERSON		woŋeɹa	w o ŋ e ɹ a	w o N e r a	W V N V R V	W U N E R A	MALE PERSON:6839	6839
16390	Dhuwal	dhuw1249	MALE PERSON		ɖaramu	ɖ a r a m u	d a r a m u	T V R V M V	T A R A M Y	MALE PERSON:6846	6846
16392	Dieri	dier1241	MALE PERSON		mat̪ari	m a t̪ a r i	m a t a r i	M V T V R V	M A T A R I	MALE PERSON:6778	6778
16393	Dyaabugay	dyaa1242	MALE PERSON		buriburi	b u r i b u r i	b u r i b u r i	P V R V P V R V	P Y R I P Y R I	MALE PERSON:6799	6799
16394	Djambarrpuyngu	djam1256	MALE PERSON		ɖiramu	ɖ i r a m u	d i r a m u	T V R V M V	T I R A M Y	MALE PERSON:6846	6846
16396	Djinang	djin1253	MALE PERSON		gumbir_maɹiŋgalgiɳiŋi	g u m b i r m a ɹ i ŋ g a l g i ɳ i ŋ i	g u m b i r m a r i N g a l g i n i N i	K V M P V R M V R V N K V R K V N V N V	K Y M P I R M A R I N K A L K I N I N I	MALE PERSON:6816	6816
16400	Gamilaraay	gami1243	MALE PERSON		murid̪a	m u r i d̪ a	m u r i d a	M V R V T V	M Y R I T A	MALE PERSON:6789	6789
16406	Kumbainggar	kumb1268	MALE PERSON		caːɲbar	c aː ɲ b a r	T a H b a r	K V N P V R	C A N P A R	MALE PERSON:6832	6832
16409	Gupapuyngu	gupa1247	MALE PERSON		ɖiramu	ɖ i r a m u	d i r a m u	T V R V M V	T I R A M Y	MALE PERSON:6846	6846
16410	Gurindji	guri1247	MALE PERSON		mawun	m a w u n	m a w u n	M V W V N	M A W Y N	MALE PERSON:6771	6771
16413	Guyani	guya1249	MALE PERSON		t̪uɹa	t̪ u ɹ a	t u r a	T V R V	T Y R A	MALE PERSON:6787	6787
16414	Sydney	sydn1236	MALE PERSON		diji	d i j i	d i y i	T V J V	T I J I	MALE PERSON:1	1
16415	Jaru	jaru1254	MALE PERSON		mawun	m a w u n	m a w u n	M V W V N	M A W Y N	MALE PERSON:6771	6771
16416	Jaru	jaru1254	MALE PERSON		maon	m a o n	m a o n	M V V N	M A U N	MALE PERSON:6771	6771
16418	Djiwarli	djiw1241	MALE PERSON		maːcaɹa	m aː c a ɹ a	m a T a r a	M V K V R V	M A C A R A	MALE PERSON:6792	6792
16421	Kalkutung	kalk1246	MALE PERSON		juru	j u r u	y u r u	J V R V	J Y R Y	MALE PERSON:6787	6787
16422	Gamilaraay	gami1243	MALE PERSON		gulimuŋa	g u l i m u ŋ a	g u l i m u N a	K V R V M V N V	K Y L I M Y N A	MALE PERSON:6814	6814
16423	Karadjeri	kara1476	MALE PERSON		dcando_maɹŋo	d c a n d o m a ɹ ŋ o	d T a n d o m a r N o	T K V N T V M V R N V	T C A N T U M A R N U	MALE PERSON:6776	6776
16428	Kaurna	kaur1267	MALE PERSON		meju	m e j u	m e y u	M V J V	M E J Y	MALE PERSON:6774	6774
16433	Kukatja	kuka1246	MALE PERSON		maɳti	m a ɳ t i	m a n t i	M V N T V	M A N T I	MALE PERSON:6796	6796
16434	Kuku-Yalanji	kuku1273	MALE PERSON		diŋkaɹ	d i ŋ k a ɹ	d i N k a r	T V N K V R	T I N K A R	MALE PERSON:6763	6763
16437	Gurdjar	gurd1238	MALE PERSON		kuaːβ	k u aː β	k u a b	K V V P	K Y A B	MALE PERSON:6841	6841
16438	Kuuku-Ya'u	kuuk1238	MALE PERSON		pama	p a m a	p a m a	P V M V	P A M A	MALE PERSON:6779	6779
16440	Kala Lagaw Ya	kala1377	MALE PERSON		mabaeg	m a b a e g	m a b a e g	M V P V V K	M A P A E K	MALE PERSON:6762	6762
16441	Kala Lagaw Ya	kala1377	MALE PERSON		gaɹka	g a ɹ k a	g a r k a	K V R K V	K A R K A	MALE PERSON:6762	6762
16446	Martu Wangka	mart1256	MALE PERSON		puntu	p u n t u	p u n t u	P V N T V	P Y N T Y	MALE PERSON:6783	6783
16465	Mudburra	mudb1240	MALE PERSON		ŋarka	ŋ a r k a	N a r k a	N V R K V	N A R K A	MALE PERSON:6772	6772
16467	Muruwari	muru1266	MALE PERSON		kun̪ankun̪an	k u n̪ a n k u n̪ a n	k u n a n k u n a n	K V N V N K V N V N	K Y N A N K Y N A N	MALE PERSON:6817	6817
16470	Ngaanyatjarra	ngaa1240	MALE PERSON		jaɳaŋu	j a ɳ a ŋ u	y a n a N u	J V N V N V	J A N A N Y	MALE PERSON:6838	6838
16471	Lower Riverland	lowe1402	MALE PERSON		pewi	p e w i	p e w i	P V W V	P E W I	MALE PERSON:6780	6780
16472	Ngamini	ngam1284	MALE PERSON		matida	m a t i d a	m a t i d a	M V T V T V	M A T I T A	MALE PERSON:6788	6788
16475	Ngarinman	ngar1235	MALE PERSON		ŋumbin	ŋ u m b i n	N u m b i n	N V M P V N	N Y M P I N	MALE PERSON:6773	6773
16477	Ngarluma	ngar1287	MALE PERSON		kaʈu	k a ʈ u	k a t u	K V T V	K A T Y	MALE PERSON:6768	6768
16478	Narrinyeri	narr1259	MALE PERSON		kon	k o n	k o n	K V N	K U N	MALE PERSON:6778	6778
16486	Northern Coastal Nyangumarta	nort2754	MALE PERSON		ɲampali	ɲ a m p a l i	H a m p a l i	N V M P V R V	N A M P A L I	MALE PERSON:6822	6822
16487	Nyangumarta	nyan1301	MALE PERSON		marŋu	m a r ŋ u	m a r N u	M V R N V	M A R N Y	MALE PERSON:6776	6776
16488	Nyunga	nyun1247	MALE PERSON		ɲuŋa	ɲ u ŋ a	H u N a	N V N V	N Y N A	MALE PERSON:6770	6770
16489	Paakantyi	darl1243	MALE PERSON		maɭi	m a ɭ i	m a L i	M V R V	M A L I	MALE PERSON:6769	6769
16492	Panytyima	pany1241	MALE PERSON		wiʈa	w i ʈ a	w i t a	W V T V	W I T A	MALE PERSON:6818	6818
16493	Banggarla	bang1339	MALE PERSON		moːltapːa	m oː l t a pː a	m o l t a p a	M V R T V P V	M U L T A P A	MALE PERSON:6820	6820
16494	Bayungu	bayu1240	MALE PERSON		malici	m a l i c i	m a l i T i	M V R V K V	M A L I C I	MALE PERSON:6786	6786
16498	Pitjantjatjara	pitj1243	MALE PERSON		wati	w a t i	w a t i	W V T V	W A T I	MALE PERSON:6818	6818
16499	Pitta Pitta	pitt1247	MALE PERSON		palku	p a l k u	p a l k u	P V R K V	P A L K Y	MALE PERSON:6791	6791
16500	Ritarungo	rita1239	MALE PERSON		ɖaramu	ɖ a r a m u	d a r a m u	T V R V M V	T A R A M Y	MALE PERSON:6846	6846
16501	Dhalandji	dhal1245	MALE PERSON		maːt̪a	m aː t̪ a	m a t a	M V T V	M A T A	MALE PERSON:6792	6792
16502	Dhargari	dhar1247	MALE PERSON		wal̪aŋu	w a l̪ a ŋ u	w a l a N u	W V R V N V	W A L A N Y	MALE PERSON:6836	6836
16505	Wagaya	waga1260	MALE PERSON		ŋaru	ŋ a r u	N a r u	N V R V	N A R Y	MALE PERSON:6795	6795
16509	Ngura	ngur1261	MALE PERSON		kaɳa	k a ɳ a	k a n a	K V N V	K A N A	MALE PERSON:6778	6778
16513	Warlpiri	warl1254	MALE PERSON		ŋarka	ŋ a r k a	N a r k a	N V R K V	N A R K A	MALE PERSON:6772	6772
16515	Wanman	wanm1242	MALE PERSON		kiʈa	k i ʈ a	k i t a	K V T V	K I T A	MALE PERSON:6812	6812
16516	Wariyangga	wari1262	MALE PERSON		mant̪aʈa	m a n t̪ a ʈ a	m a n t a t a	M V N T V T V	M A N T A T A	MALE PERSON:1	1
16517	Warumungu	waru1265	MALE PERSON		kaʈti	k a ʈ t i	k a t t i	K V T T V	K A T T I	MALE PERSON:6768	6768
16519	Wathawurrung	wath1238	MALE PERSON		wariŋgur_tanu	w a r i ŋ g u r t a n u	w a r i N g u r t a n u	W V R V N K V R T V N V	W A R I N K Y R T A N Y	MALE PERSON:6837	6837
16524	Wik-Mungkan	wikm1247	MALE PERSON		pam_ŋotan	p a m ŋ o t a n	p a m N o t a n	P V M N V T V N	P A M N U T A N	MALE PERSON:6779	6779
16525	Wiradhuri	wira1262	MALE PERSON		bicar	b i c a r	b i T a r	P V K V R	P I C A R	MALE PERSON:6827	6827
16526	Wirangu-Nauo	wira1260	MALE PERSON		gaɖu	g a ɖ u	g a d u	K V T V	K A T Y	MALE PERSON:6768	6768
16532	Yan-nhangu	yann1237	MALE PERSON		ɖaramu	ɖ a r a m u	d a r a m u	T V R V M V	T A R A M Y	MALE PERSON:6846	6846
16533	Yandruwandha	yand1253	MALE PERSON		karu	k a r u	k a r u	K V R V	K A R Y	MALE PERSON:6768	6768
16536	Yawarawarga	yawa1258	MALE PERSON		kaɭi	k a ɭ i	k a L i	K V R V	K A L I	MALE PERSON:6807	6807
16537	Yawarawarga	yawa1258	MALE PERSON		pula	p u l a	p u l a	P V R V	P Y L A	MALE PERSON:6807	6807
16539	Yindjibarndi	yind1247	MALE PERSON		biɹirimaɹu	b i ɹ i r i m a ɹ u	b i r i r i m a r u	P V R V R V M V R V	P I R I R I M A R Y	MALE PERSON:6808	6808
16542	Yorta Yorta	yort1237	MALE PERSON		enbena	e n b e n a	e n b e n a	V N P V N V	E N P E N A	MALE PERSON:6793	6793
16544	Yulparitja	yulp1238	MALE PERSON		wati	w a t i	w a t i	W V T V	W A T I	MALE PERSON:6818	6818
16545	Yuwaalaraay	yuwa1242	MALE PERSON		beɹai	b e ɹ a i	b e r a i	P V R V V	P E R A I	MALE PERSON:6828	6828
16727	Adnyamathanha	adny1235	MOON		viɹa	v i ɹ a	v i r a	W V R V	B I R A	MOON:6929	6929
