ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
9649	ORIYA	ori	rub		ghɔsiba	g h ɔ s i b a	g h o s i b a	K H V S V P V	K H U S I P A	rub:N	1389
9650	BIHARI	mai	rub		mələb	m ə l ə b	m I l I b	M V R V P	M E L E P	rub:L	1388
9652	URDU	urd	rub		ɾəɡəɽnə	ɾ ə ɡ ə ɽ n ə	r I g I r n I	R V K V R N V	R E K E R N E	rub:K	1387
9653	MARATHI	mar	rub		gʰasɳe	gʰ a s ɳ e	g a s n e	K V S N V	K A S N E	rub:N	1389
9654	OLD_CHURCH_SLAVONIC	chu	rub		tr̩ʲti	t r̩ʲ t i	t r t i	T R T V	T R T I	rub:H	1385
9655	SERBO-CROATIAN	srp	rub		ˈtř̩ːʎati	ˈt ř̩ː ʎ a t i	t r l a t i	T R R V T V	T R L A T I	rub:H	1385
9656	BULGARIAN	bul	rub		ˈtrijə	ˈt r i j ə	t r i y I	T R V J V	T R I J E	rub:H	1385
9657	MACEDONIAN	mkd	rub		ˈtriɛ	ˈt r i ɛ	t r i E	T R V V	T R I E	rub:H	1385
9658	RUSSIAN	rus	rub		tʲɛrʲɛtʲ	tʲ ɛ rʲ ɛ tʲ	t E r E t	T V R V T	T E R E T	rub:H	1385
9659	POLISH	pol	rub		ˈtʂɛtɕ	ˈt ʂ ɛ t ɕ	t S E t S	T S V T S	T S E T S	rub:H	1385
9660	BELARUSIAN	bel	rub		ˈtsʲɛrtsʲi	ˈt sʲ ɛ r t sʲ i	t s E r t s i	T S V R T S V	T S E R T S I	rub:H	1385
9661	UKRAINIAN	ukr	rub		ˈtɛrtɪ	ˈt ɛ r t ɪ	t E r t i	T V R T V	T E R T I	rub:H	1385
9662	SLOVAK	slk	rub		triɛc	t r iɛ c	t r i T	T R V K	T R I C	rub:H	1385
9663	CZECH	ces	rub		tr̝̊iːt	t r̝̊ iː t	t r i t	T R V T	T R I T	rub:H	1385
9664	SORBIAN_UPPER	hsb	rub		tʀɪtʃ	t ʀ ɪ t ʃ	t r i t S	T R V T S	T R I T S	rub:H	1385
9665	SORBIAN_LOWER	dsb	rub		trʲɪɕ	t rʲ ɪ ɕ	t r i S	T R V S	T R I S	rub:H	1385
9666	SLOVENIAN	slv	rub		ˈtrěːti	ˈt r ěː t i	t r e t i	T R V T V	T R E T I	rub:H	1385
9667	OLD_NORSE	non	rub		ˈɡnuːa	ˈɡ n uːa	g n u	K N V	K N Y	rub:J	1386
9668	ICELANDIC	isl	rub		ˈnʏɡ̊ːa	ˈn ʏ ɡ̊ː a	n i g a	N V K V	N Y K A	rub:J	1386
9669	ICELANDIC	isl	rub		ˈnuːa	ˈn uːa	n u	N V	N Y	rub:J	1386
9670	FAROESE	fao	rub		ˈɡ̊nʊd̥ʒːa	ˈɡ̊ n ʊ d̥ ʒː a	g n u d Z a	K N V T S V	K N Y T S A	rub:J	1386
9671	FAROESE	fao	rub		ˈnaɹːa	ˈn a ɹː a	n a r a	N V R V	N A R A	rub:C	1383
9672	NORWEGIAN_RIKSMAL	nor	rub		ɡniː	ɡ n iː	g n i	K N V	K N I	rub:J	1386
9673	STAVANGERSK		rub		gniː	g n iː	g n i	K N V	K N I	rub:J	1386
9674	OLD_SWEDISH		rub		ˈɡnoːa	ˈɡ n oːa	g n o	K N V	K N U	rub:J	1386
9675	OLD_SWEDISH		rub		ˈɡniːða	ˈɡ n iː ð a	g n i 8 a	K N V T V	K N I D A	rub:J	1386
9676	OLD_SWEDISH		rub		ˈɡnuɡːa	ˈɡ n u ɡː a	g n u g a	K N V K V	K N Y K A	rub:J	1386
9677	SWEDISH	swe	rub		ˈgnɵ̀gːa	ˈg n ɵ̀ gː a	g n I g a	K N V K V	K N U K A	rub:J	1386
9678	SWEDISH	swe	rub		ˈgnì:da	ˈg n ì: d a	g n i d a	K N V T V	K N I T A	rub:J	1386
9679	ELFDALIAN	qov	rub		ˈgnʉ̀kɔ	ˈg n ʉ̀ k ɔ	g n I k o	K N V K V	K N Y K U	rub:J	1386
9680	DANISH	dan	rub		ˈg̥ni:ðə	ˈg̥ n i: ð ə	g n i 8 I	K N V T V	K N I D E	rub:J	1386
9681	DANISH_FJOLDE		rub		ɡnusɡ	ɡ n u s ɡ	g n u s g	K N V S K	K N Y S K	rub:J	1386
9682	GUTNISH_LAU		rub		ˈɡnuɡːɛ	ˈɡ n u ɡː ɛ	g n u g E	K N V K V	K N Y K E	rub:J	1386
9683	GUTNISH_LAU		rub		ˈɡnɛɪdɛ	ˈɡ n ɛɪ d ɛ	g n E d E	K N V T V	K N E T E	rub:J	1386
9684	ENGLISH	eng	rub		rʌb	r ʌ b	r o b	R V P	R E P	rub:P	1391
9686	DUTCH	nld	rub		vrɛivən	v r ɛi v ə n	v r E v I n	W R V W V N	B R E B E N	rub:B	1382
9687	GERMAN	deu	rub		raĭbn̩	r a ĭ b n̩	r a i b n	R V V P N	R A I P N	rub:B	1382
9688	LATIN	lat	rub		friˈkaːre	f r i ˈk aː r e	f r i k a r e	P R V K V R V	B R I K A R E	rub:F	1384
9689	CATALAN	cat	rub		frəɣa	f r ə ɣ a	f r I x a	P R V K V	B R E G A	rub:F	1384
9690	PORTUGUESE	por	rub		ɨʃfɾɨˈɡaɾ	ɨ ʃ f ɾ ɨ ˈɡ a ɾ	I S f r I g a r	V S P R V K V R	I S B R I K A R	rub:F	1384
9691	SPANISH	spa	rub		fɾotaɾ	f ɾ o t a ɾ	f r o t a r	P R V T V R	B R U T A R	rub:F	1384
9692	FRENCH	fra	rub		fʀɔte	f ʀ ɔ t e	f r o t e	P R V T V	B R U T E	rub:F	1384
9693	ITALIAN	ita	rub		fregare	f r e g a r e	f r e g a r e	P R V K V R V	B R E K A R E	rub:F	1384
9694	OLD_IRISH	sga	rub		konˈmʹelʹ	k o n ˈmʹ e lʹ	k o n m e l	K V N M V R	K U N M E L	rub:L	1388
6949	ANCIENT_GREEK	grc	salt		háls	h á l s	h a l s	H V R S	H A L S	salt:B	1392
6950	GREEK	ell	salt		alati	a l a t i	a l a t i	V R V T V	A L A T I	salt:B	1392
6953	OSSETIC_IRON	oss	salt		sɐχχ	s ɐ χχ	s a G	S V K	S E G	salt:H	1396
6954	OSSETIC_DIGOR	oss	salt		cɐnχɐ	c ɐ n χ ɐ	T a n G a	K V N K V	C E N G E	salt:H	1396
6957	ORIYA	ori	salt		luɳɔ	l u ɳ ɔ	l u n o	R V N V	L Y N U	salt:D	1393
6958	BIHARI	mai	salt		nun	n u n	n u n	N V N	N Y N	salt:D	1393
6960	URDU	urd	salt		nəmək	n ə m ə k	n I m I k	N V M V K	N E M E K	salt:F	1394
6961	MARATHI	mar	salt		mi:ʈʰ	m i: ʈʰ	m i t	M V T	M I T	salt:G	1395
6962	OLD_CHURCH_SLAVONIC	chu	salt		sɔlɪ̆	s ɔ l ɪ̆	s o l i	S V R V	S U L I	salt:B	1392
6963	SERBO-CROATIAN	srp	salt		sɔ̂ːl	s ɔ̂ː l	s o l	S V R	S U L	salt:B	1392
6964	BULGARIAN	bul	salt		sɔɫ	s ɔ ɫ	s o l	S V R	S U L	salt:B	1392
6965	MACEDONIAN	mkd	salt		sol	s o l	s o l	S V R	S U L	salt:B	1392
6966	RUSSIAN	rus	salt		sɔlʲ	s ɔ lʲ	s o l	S V R	S U L	salt:B	1392
6967	POLISH	pol	salt		sul	s u l	s u l	S V R	S Y L	salt:B	1392
6968	BELARUSIAN	bel	salt		sɔlʲ	s ɔ lʲ	s o l	S V R	S U L	salt:B	1392
6969	UKRAINIAN	ukr	salt		silʲ	s i lʲ	s i l	S V R	S I L	salt:B	1392
6970	SLOVAK	slk	salt		sɔlʲ	s ɔ lʲ	s o l	S V R	S U L	salt:B	1392
6971	CZECH	ces	salt		suːl	s uː l	s u l	S V R	S Y L	salt:B	1392
6972	SORBIAN_UPPER	hsb	salt		sʊl_	s ʊ l	s u l	S V R	S Y L	salt:B	1392
6973	SORBIAN_LOWER	dsb	salt		sɔlʲ	s ɔ lʲ	s o l	S V R	S U L	salt:B	1392
6974	SLOVENIAN	slv	salt		sôːw	s ôː w	s o w	S V W	S U W	salt:B	1392
6975	OLD_NORSE	non	salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6976	ICELANDIC	isl	salt		sal̥t	s a l̥ t	s a l t	S V R T	S A L T	salt:B	1392
6977	FAROESE	fao	salt		sal̥t	s a l̥ t	s a l t	S V R T	S A L T	salt:B	1392
6978	NORWEGIAN_RIKSMAL	nor	salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6979	STAVANGERSK		salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6980	OLD_SWEDISH		salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6981	SWEDISH	swe	salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6982	ELFDALIAN	qov	salt		solt	s o l t	s o l t	S V R T	S U L T	salt:B	1392
6983	DANISH	dan	salt		salˀd̥ʰ	s a lˀ d̥ʰ	s a l d	S V R T	S A L T	salt:B	1392
6984	DANISH_FJOLDE		salt		sɔlt	s ɔ l t	s o l t	S V R T	S U L T	salt:B	1392
6985	GUTNISH_LAU		salt		salt	s a l t	s a l t	S V R T	S A L T	salt:B	1392
6986	ENGLISH	eng	salt		sɔ:lt	s ɔ: l t	s o l t	S V R T	S U L T	salt:B	1392
6988	DUTCH	nld	salt		zɑut	z ɑu t	z o t	S V T	S A T	salt:B	1392
6989	GERMAN	deu	salt		zalt͜s	z a l t͜s	z a l j	S V R K	S A L C	salt:B	1392
6990	LATIN	lat	salt		saːl	s aː l	s a l	S V R	S A L	salt:B	1392
6991	CATALAN	cat	salt		sal	s a l	s a l	S V R	S A L	salt:B	1392
6992	PORTUGUESE	por	salt		sal	s a l	s a l	S V R	S A L	salt:B	1392
6993	SPANISH	spa	salt		sal	s a l	s a l	S V R	S A L	salt:B	1392
6994	FRENCH	fra	salt		sɛl	s ɛ l	s E l	S V R	S E L	salt:B	1392
6995	ITALIAN	ita	salt		sale	s a l e	s a l e	S V R V	S A L E	salt:B	1392
6996	OLD_IRISH	sga	salt		salann	s a l a nn	s a l a n	S V R V N	S A L A N	salt:B	1392
2296	ANCIENT_GREEK	grc	sand		ámmos	á mm o s	a m o s	V M V S	A M U S	sand:B	1397
2297	GREEK	ell	sand		ˈamo̞s	ˈa m o̞ s	a m o s	V M V S	A M U S	sand:B	1397
2301	OSSETIC_IRON	oss	sand		žmiš	ž m i š	Z m i S	S M V S	S M I S	sand:E	1398
2302	OSSETIC_DIGOR	oss	sand		ɐzmensɐ	ɐ z m e n s ɐ	a z m e n s a	V S M V N S V	E S M E N S E	sand:E	1398
2304	ORIYA	ori	sand		bali	b a l i	b a l i	P V R V	P A L I	sand:P	1404
2305	BIHARI	mai	sand		baul	b au l	b a l	P V R	P A L	sand:P	1404
2306	URDU	urd	sand		ɾet̪	ɾ e t̪	r e t	R V T	R E T	sand:F	1399
2307	MARATHI	mar	sand		reti:	r e t i:	r e t i	R V T V	R E T I	sand:F	1399
2308	OLD_CHURCH_SLAVONIC	chu	sand		pæsʊ̆kʊ̆	p æ s ʊ̆ k ʊ̆	p E s u k u	P V S V K V	P E S Y K Y	sand:I	1401
2309	SERBO-CROATIAN	srp	sand		ˈpjɛ̌ːsak	ˈp j ɛ̌ː s a k	p y E s a k	P J V S V K	P J E S A K	sand:I	1401
2310	BULGARIAN	bul	sand		ˈpʲasək	ˈpʲ a s ə k	p a s I k	P V S V K	P A S E K	sand:I	1401
2311	MACEDONIAN	mkd	sand		ˈpesɔk	ˈp e s ɔ k	p e s o k	P V S V K	P E S U K	sand:I	1401
2312	RUSSIAN	rus	sand		pʲisɔk	pʲ i s ɔ k	p i s o k	P V S V K	P I S U K	sand:I	1401
2313	POLISH	pol	sand		ˈpjasɛk	ˈp j a s ɛ k	p y a s E k	P J V S V K	P J A S E K	sand:I	1401
2314	BELARUSIAN	bel	sand		pʲaˈsɔk	pʲ a ˈs ɔ k	p a s o k	P V S V K	P A S U K	sand:I	1401
2315	UKRAINIAN	ukr	sand		piˈsɔk	p i ˈs ɔ k	p i s o k	P V S V K	P I S U K	sand:I	1401
2316	SLOVAK	slk	sand		ˈpiɛsɔk	ˈp iɛ s ɔ k	p i s o k	P V S V K	P I S U K	sand:I	1401
2317	CZECH	ces	sand		ˈpiːsɛk	ˈp iː s ɛ k	p i s E k	P V S V K	P I S E K	sand:I	1401
2318	SORBIAN_UPPER	hsb	sand		pɪsk	p ɪ s k	p i s k	P V S K	P I S K	sand:I	1401
2319	SORBIAN_LOWER	dsb	sand		pɪsk	p ɪ s k	p i s k	P V S K	P I S K	sand:I	1401
2320	SLOVENIAN	slv	sand		ˈpěːsək	ˈp ěː s ə k	p e s I k	P V S V K	P E S E K	sand:I	1401
2321	OLD_NORSE	non	sand		sandr	s a n d r	s a n d r	S V N T R	S A N T R	sand:B	1397
2322	ICELANDIC	isl	sand		ˈsand̥ʏr	ˈs a n d̥ ʏ r	s a n d i r	S V N T V R	S A N T Y R	sand:B	1397
2323	FAROESE	fao	sand		ˈsand̥ʊɹ	ˈs a n d̥ ʊ ɹ	s a n d u r	S V N T V R	S A N T Y R	sand:B	1397
2324	NORWEGIAN_RIKSMAL	nor	sand		sanː	s a nː	s a n	S V N	S A N	sand:B	1397
2325	STAVANGERSK		sand		sanː	s a nː	s a n	S V N	S A N	sand:B	1397
2326	OLD_SWEDISH		sand		ˈsander	ˈs a n d e r	s a n d e r	S V N T V R	S A N T E R	sand:B	1397
2327	SWEDISH	swe	sand		sand	s a n d	s a n d	S V N T	S A N T	sand:B	1397
2328	ELFDALIAN	qov	sand		sɑnd	s ɑ n d	s o n d	S V N T	S A N T	sand:B	1397
2329	DANISH	dan	sand		sanˀ	s a nˀ	s a n	S V N	S A N	sand:B	1397
2330	DANISH_FJOLDE		sand		sɑːnʲ	s ɑː nʲ	s o n	S V N	S A N	sand:B	1397
2331	GUTNISH_LAU		sand		sand	s a n d	s a n d	S V N T	S A N T	sand:B	1397
2332	ENGLISH	eng	sand		sænd	s æ n d	s E n d	S V N T	S E N T	sand:B	1397
2334	DUTCH	nld	sand		zɑnt	z ɑ n t	z o n t	S V N T	S A N T	sand:B	1397
2335	GERMAN	deu	sand		sant	s a n t	s a n t	S V N T	S A N T	sand:B	1397
2336	LATIN	lat	sand		haˈreːna	h a ˈr eː n a	h a r e n a	H V R V N V	H A R E N A	sand:G	1400
2337	PORTUGUESE	por	sand		ɐˈɾejɐ	ɐ ˈɾ e j ɐ	a r e y a	V R V J V	E R E J E	sand:N	1403
2338	SPANISH	spa	sand		aɾena	a ɾ e n a	a r e n a	V R V N V	A R E N A	sand:N	1403
2339	FRENCH	fra	sand		sɑbl	s ɑ b l	s o b l	S V P R	S A P L	sand:B	1397
2340	ITALIAN	ita	sand		sabbja	s a bb j a	s a b y a	S V P J V	S A P J A	sand:B	1397
2341	ITALIAN	ita	sand		rena	r e n a	r e n a	R V N V	R E N A	sand:G	1400
2342	OLD_IRISH	sga	sand		ganʹəṽ	g a nʹ ə ṽ	g a n I v	K V N V W	K A N E W	sand:K	1402
3793	ANCIENT_GREEK	grc	say		légɔː	l é g ɔː	l e g o	R V K V	L E K U	say:I	1412
3794	GREEK	ell	say		ˈleo̞	ˈl eo̞	l e	R V	L E	say:I	1412
3798	OSSETIC_IRON	oss	say		žɐʁ	ž ɐ ʁ	Z a G	S V R	S E R	say:P	1415
3799	OSSETIC_DIGOR	oss	say		zɐʁ	z ɐ ʁ	z a G	S V R	S E R	say:P	1415
3800	ORIYA	ori	say		kɔhiba	k ɔ h i b a	k o h i b a	K V H V P V	K U H I P A	say:J	1413
3801	BIHARI	mai	say		kəhəb	k ə h ə b	k I h I b	K V H V P	K E H E P	say:J	1413
3803	URDU	urd	say		kɛhnə	k ɛ h n ə	k E h n I	K V H N V	K E H N E	say:J	1413
3804	MARATHI	mar	say		mʰəɳɳe	mʰ ə ɳɳ e	m I n e	M V N V	M E N E	say:K	1414
3805	MARATHI	mar	say		bolɳe	b o l ɳ e	b o l n e	P V R N V	P U L N E	say:K	1414
3806	OLD_CHURCH_SLAVONIC	chu	say		rɛʃti	r ɛ ʃ t i	r E S t i	R V S T V	R E S T I	say:H	1411
3807	SERBO-CROATIAN	srp	say		ˈkǎːzati	ˈk ǎː z a t i	k a z a t i	K V S V T V	K A S A T I	say:W	1419
3808	SERBO-CROATIAN	srp	say		ˈrɛ̂tɕi	ˈr ɛ̂ t ɕ i	r E t S i	R V T S V	R E T S I	say:H	1411
3809	BULGARIAN	bul	say		ˈkazvəm	ˈk a z v ə m	k a z v I m	K V S W V M	K A S B E M	say:W	1419
3810	MACEDONIAN	mkd	say		ˈkaʒɛ	ˈk a ʒ ɛ	k a Z E	K V S V	K A S E	say:W	1419
3811	RUSSIAN	rus	say		skazatʲ	s k a z a tʲ	s k a z a t	S K V S V T	S K A S A T	say:W	1419
3812	POLISH	pol	say		pɔˈvjɛdʑɛtɕ	p ɔ ˈv j ɛ d ʑ ɛ t ɕ	p o v y E d Z E t S	P V W J V T S V T S	P U B J E T S E T S	say:U	1418
3813	BELARUSIAN	bel	say		skaˈzatsʲ	s k a ˈz a t sʲ	s k a z a t s	S K V S V T S	S K A S A T S	say:W	1419
3814	UKRAINIAN	ukr	say		skaˈzatɪ	s k a ˈz a t ɪ	s k a z a t i	S K V S V T V	S K A S A T I	say:W	1419
3815	SLOVAK	slk	say		ˈpɔvɛdac	ˈp ɔ v ɛ d a c	p o v E d a T	P V W V T V K	P U B E T A C	say:U	1418
3816	CZECH	ces	say		r̝iːtst	r̝ iː t s t	r i t s t	R V T S T	R I T S T	say:H	1411
3817	SORBIAN_UPPER	hsb	say		ˈpʀajitʃ	ˈp ʀ a j i t ʃ	p r a y i t S	P R V J V T S	P R A J I T S	say:Aj	1406
3818	SORBIAN_UPPER	hsb	say		ʀɛts	ʀ ɛ t s	r E t s	R V T S	R E T S	say:H	1411
3819	SORBIAN_LOWER	dsb	say		ˈɡrɔɲiɕ	ˈɡ r ɔ ɲ i ɕ	g r o H i S	K R V N V S	K R U N I S	say:Ak	1407
3820	SLOVENIAN	slv	say		rɛ̂ːtʃi	r ɛ̂ː t ʃ i	r E t S i	R V T S V	R E T S I	say:H	1411
3821	OLD_NORSE	non	say		ˈkveða	ˈk v e ð a	k v e 8 a	K W V T V	K B E D A	say:R	1417
3822	OLD_NORSE	non	say		ˈseɣja	ˈs e ɣ j a	s e x y a	S V K J V	S E G J A	say:B	1408
3823	ICELANDIC	isl	say		ˈseiːja	ˈs eiː j a	s e y a	S V J V	S E J A	say:B	1408
3824	FAROESE	fao	say		ˈsiːja	ˈs iː j a	s i y a	S V J V	S I J A	say:B	1408
3825	NORWEGIAN_RIKSMAL	nor	say		siː	s iː	s i	S V	S I	say:B	1408
3826	STAVANGERSK		say		ˈsɛɪ̀a	ˈs ɛɪ̀a	s E	S V	S E	say:B	1408
3827	OLD_SWEDISH		say		ˈsiɣja	ˈs i ɣ j a	s i x y a	S V K J V	S I G J A	say:B	1408
3828	SWEDISH	swe	say		ˈsɛ̀jːa	ˈs ɛ̀ jː a	s E y a	S V J V	S E J A	say:B	1408
3829	ELFDALIAN	qov	say		ˈsɑ̀jɑ	ˈs ɑ̀ j ɑ	s o y o	S V J V	S A J A	say:B	1408
3830	ELFDALIAN	qov	say		ˈlɔ̀ːtɑ	ˈl ɔ̀ː t ɑ	l o t o	R V T V	L U T A	say:Ag	1405
3831	DANISH	dan	say		si:	s i:	s i	S V	S I	say:B	1408
3832	DANISH_FJOLDE		say		sej	s e j	s e y	S V J	S E J	say:B	1408
3833	GUTNISH_LAU		say		ˈsɛːɡɛ	ˈs ɛː ɡ ɛ	s E g E	S V K V	S E K E	say:B	1408
3834	ENGLISH	eng	say		seɪ	s eɪ	s e	S V	S E	say:B	1408
3836	DUTCH	nld	say		zɛɣən	z ɛ ɣ ə n	z E x I n	S V K V N	S E G E N	say:B	1408
3837	GERMAN	deu	say		za:gn̩	z a: g n̩	z a g n	S V K N	S A K N	say:B	1408
3838	LATIN	lat	say		ˈdiːkere	ˈd iː k e r e	d i k e r e	T V K V R V	T I K E R E	say:F	1409
3839	CATALAN	cat	say		di	d i	d i	T V	T I	say:F	1409
3840	PORTUGUESE	por	say		diˈzeɾ	d i ˈz e ɾ	d i z e r	T V S V R	T I S E R	say:F	1409
3841	SPANISH	spa	say		deθiɾ	d e θ i ɾ	d e 8 i r	T V T V R	T E D I R	say:F	1409
3842	FRENCH	fra	say		diʀ	d i ʀ	d i r	T V R	T I R	say:F	1409
3843	ITALIAN	ita	say		dire	d i r e	d i r e	T V R V	T I R E	say:F	1409
3844	OLD_IRISH	sga	say		laβrəθʹərʹ	l a β r ə θʹ ə rʹ	l a b r I 8 I r	R V P R V T V R	L A B R E D E R	say:G	1410
3845	OLD_IRISH	sga	say		asˈbʹerʹ	a s ˈbʹ e rʹ	a s b e r	V S P V R	A S P E R	say:Q	1416
3359	ANCIENT_GREEK	grc	scratch		knáɔː	k n áɔː	k n a	K N V	K N A	scratch:Af	1422
3360	GREEK	ell	scratch		ˈk͡sino̞	ˈk͡s i n o̞	k i n o	K V N V	K I N U	scratch:G	1428
3363	OSSETIC_IRON	oss	scratch		nyχ	n y χ	n i G	N V K	N Y G	scratch:J	1431
3364	OSSETIC_DIGOR	oss	scratch		niχ	n i χ	n i G	N V K	N I G	scratch:J	1431
3366	ORIYA	ori	scratch		rampuɖiba	r a m p u ɖ i b a	r a m p u d i b a	R V M P V T V P V	R A M P Y T I P A	scratch:Y	1436
3367	BIHARI	mai	scratch		culculaeəb	c u l c u l aeə b	T u l T u l a b	K V R K V R V P	C Y L C Y L A P	scratch:Z	1437
3369	URDU	urd	scratch		kʊɾəʧnə	k ʊ ɾ ə ʧ n ə	k u r I C n I	K V R V K N V	K Y R E C N E	scratch:G	1428
3370	MARATHI	mar	scratch		oɾbaɖɳe	o ɾ b a ɖ ɳ e	o r b a d n e	V R P V T N V	U R P A T N E	scratch:Ad	1420
3371	OLD_CHURCH_SLAVONIC	chu	scratch		tʃɛsɑti	t ʃ ɛ s ɑ t i	t S E s o t i	T S V S V T V	T S E S A T I	scratch:G	1428
3372	SERBO-CROATIAN	srp	scratch		ˈtʃɛ̌ʃati	ˈt ʃ ɛ̌ ʃ a t i	t S E S a t i	T S V S V T V	T S E S A T I	scratch:G	1428
3373	BULGARIAN	bul	scratch		ˈtʃɛʃə	ˈt ʃ ɛ ʃ ə	t S E S I	T S V S V	T S E S E	scratch:G	1428
3374	MACEDONIAN	mkd	scratch		ˈɡrebɛ	ˈɡ r e b ɛ	g r e b E	K R V P V	K R E P E	scratch:Ag	1423
3375	RUSSIAN	rus	scratch		tʃɛsatʲ	t ʃ ɛ s a tʲ	t S E s a t	T S V S V T	T S E S A T	scratch:G	1428
3376	POLISH	pol	scratch		ˈdrapatɕ	ˈd r a p a t ɕ	d r a p a t S	T R V P V T S	T R A P A T S	scratch:R	1434
3377	BELARUSIAN	bel	scratch		ˈtʂuxatsʲ	ˈt ʂ u x a t sʲ	t S u x a t s	T S V K V T S	T S Y G A T S	scratch:Ae	1421
3378	UKRAINIAN	ukr	scratch		ˈtʂuxatɪ	ˈt ʂ u x a t ɪ	t S u x a t i	T S V K V T V	T S Y G A T I	scratch:Ae	1421
3379	SLOVAK	slk	scratch		ˈʃkrabac	ˈʃ k r a b a c	S k r a b a T	S K R V P V K	S K R A P A C	scratch:T	1435
3380	CZECH	ces	scratch		ˈʃkraːbat	ˈʃ k r aː b a t	S k r a b a t	S K R V P V T	S K R A P A T	scratch:T	1435
3381	SORBIAN_UPPER	hsb	scratch		ˈdʀapatʃ	ˈd ʀ a p a t ʃ	d r a p a t S	T R V P V T S	T R A P A T S	scratch:R	1434
3382	SORBIAN_LOWER	dsb	scratch		ˈdrapaɕ	ˈd r a p a ɕ	d r a p a S	T R V P V S	T R A P A S	scratch:R	1434
3383	SLOVENIAN	slv	scratch		ˈprǎːskati	ˈp r ǎː s k a t i	p r a s k a t i	P R V S K V T V	P R A S K A T I	scratch:Ah	1424
3384	OLD_NORSE	non	scratch		ˈɣriːva	ˈɣ r iː v a	x r i v a	K R V W V	G R I B A	scratch:D	1427
3385	OLD_NORSE	non	scratch		klaː	k l aː	k l a	K R V	K L A	scratch:I	1430
3386	ICELANDIC	isl	scratch		ˈkʰlouːra	ˈkʰ l ouː r a	k l o r a	K R V R V	K L U R A	scratch:I	1430
3387	FAROESE	fao	scratch		ˈkʰlɔuːɹa	ˈkʰ l ɔuː ɹ a	k l o r a	K R V R V	K L U R A	scratch:I	1430
3388	NORWEGIAN_RIKSMAL	nor	scratch		kløː	k l øː	k l e	K R V	K L U	scratch:I	1430
3389	STAVANGERSK		scratch		kløː	k l øː	k l e	K R V	K L U	scratch:I	1430
3390	OLD_SWEDISH		scratch		klaː	k l aː	k l a	K R V	K L A	scratch:I	1430
3391	OLD_SWEDISH		scratch		ˈriːva	ˈr iː v a	r i v a	R V W V	R I B A	scratch:D	1427
3392	SWEDISH	swe	scratch		kloː	k l oː	k l o	K R V	K L U	scratch:I	1430
3393	SWEDISH	swe	scratch		ˈklø̀:sa	ˈk l ø̀: s a	k l e s a	K R V S V	K L U S A	scratch:I	1430
3394	SWEDISH	swe	scratch		ˈrì:va	ˈr ì: v a	r i v a	R V W V	R I B A	scratch:D	1427
3395	ELFDALIAN	qov	scratch		klɔː	k l ɔː	k l o	K R V	K L U	scratch:I	1430
3396	DANISH	dan	scratch		ˈg̥ʰʁɑsə	ˈg̥ʰ ʁ ɑ s ə	g G o s I	K R V S V	K R A S E	scratch:C	1426
3397	DANISH	dan	scratch		ɡ̊ʰløˀ	ɡ̊ʰ l øˀ	g l e	K R V	K L U	scratch:I	1430
3398	DANISH_FJOLDE		scratch		klyø	k l yø	k l i	K R V	K L Y	scratch:I	1430
3399	DANISH_FJOLDE		scratch		kɹats	k ɹ a t s	k r a t s	K R V T S	K R A T S	scratch:C	1426
3400	GUTNISH_LAU		scratch		klaː	k l aː	k l a	K R V	K L A	scratch:I	1430
3401	ENGLISH	eng	scratch		skrætʃ	s k r æ t ʃ	s k r E t S	S K R V T S	S K R E T S	scratch:C	1426
3403	DUTCH	nld	scratch		krɑbələn	k r ɑ b ə l ə n	k r o b I l I n	K R V P V R V N	K R A P E L E N	scratch:B	1425
3404	GERMAN	deu	scratch		krat͜sn̩	k r a t͜s n̩	k r a j n	K R V K N	K R A C N	scratch:C	1426
3405	LATIN	lat	scratch		ˈskabere	ˈs k a b e r e	s k a b e r e	S K V P V R V	S K A P E R E	scratch:M	1433
3406	CATALAN	cat	scratch		gɾəta	g ɾ ə t a	g r I t a	K R V T V	K R E T A	scratch:H	1429
3407	PORTUGUESE	por	scratch		ʀɐʃˈpaɾ	ʀ ɐ ʃ ˈp a ɾ	r a S p a r	R V S P V R	R E S P A R	scratch:L	1432
3408	SPANISH	spa	scratch		raskaɾ	r a s k a ɾ	r a s k a r	R V S K V R	R A S K A R	scratch:L	1432
3409	FRENCH	fra	scratch		gʀate	g ʀ a t e	g r a t e	K R V T V	K R A T E	scratch:H	1429
3410	ITALIAN	ita	scratch		grattare	g r a tt a r e	g r a t a r e	K R V T V R V	K R A T A R E	scratch:H	1429
3411	OLD_IRISH	sga	scratch		sʹkʹrʹi:bəðʹ	sʹ kʹ rʹ i: b ə ðʹ	s k r i b I 8	S K R V P V T	S K R I P E D	scratch:T	1435
7000	ANCIENT_GREEK	grc	sea		tʰálatːa	tʰ á l a tː a	t a l a t a	T V R V T V	T A L A T A	sea:F	1441
