ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
10635	Pacoh	pac	person		tikuaj	t i k ua j	t i k u y	T V K V J	T I K Y J	12	1662
10636	So-Khammouane	sss	person		ləkuəj	l ə k uə j	l I k u y	R V K V J	L E K Y J	12	1662
10637	So-SakonNakhon	sss	person		ləkṳəj	l ə k ṳə j	l I k i y	R V K V J	L E K Y J	12	1662
10638	Souei-Saravan	kdt	person		kuaj	k ua j	k u y	K V J	K Y J	12	1662
10639	TaOi	tto	person		kuj	k u j	k u y	K V J	K Y J	12	1662
10640	Khasi	khi	person		breːw	b r eː w	b r e w	P R V W	P R E W	15	1665
10642	Pnar	pbv	person		bru	b r u	b r u	P R V	P R Y	15	1665
10643	War-Lamin	aml	person		tjəpreʊ	t j ə p r eʊ	t y I p r e	T J V P R V	T J E P R E	15	1665
10644	Khmer-Surin	kxm	person		mnɯh	m n ɯ h	m n u h	M N V H	M N I H	7	1677
10645	Khmer-Standard	khm	person		mɔnuh	m ɔ n u h	m o n u h	M V N V H	M U N Y H	7	1677
10646	Idu	tyh	person		pʰrâm	pʰ r â m	p r a m	P R V M	P R A M	16	1666
10647	Khmu-Cuang	kjg	person		kʰmuʔ	kʰ m u ʔ	k m u 7	K M V H	K M Y H	17	1667
10649	Mal-T'in	mlf	person		pʰjam	pʰ j a m	p y a m	P J V M	P J A M	16	1666
10655	Bugan	bbh	person		piau³⁵	p iau	p i	P V	P I	15	1665
10656	Mang	zng	person		ha⁵¹	h a	h a	H V	H A	21	1668
10657	Mon	mnw	person		nìh	n ì h	n i h	N V H	N I H	7	1677
10658	Nyahkur	cbn	person		mənìh	m ə n ì h	m I n i h	M V N V H	M E N I H	7	1677
10661	Kharia	khr	person		kɔɽ	k ɔ ɽ	k o r	K V R	K U R	23	1669
10666	Santali	sat	person		noɽ	n o ɽ	n o r	N V R	N U R	24	1670
10667	Sora	srb	person		mʌnra	m ʌ n r a	m o n r a	M V N R V	M E N R A	1	1659
10668	Car	caq	person		taɾik	t a ɾ i k	t a r i k	T V R V K	T A R I K	25	1671
10670	Nancowri	ncb	person		pajuh	p a j u h	p a y u h	P V J V H	P A J Y H	26	1672
10678	Lawa(Ratanakul)	lcp	person		pʰui	pʰ ui	p u	P V	P Y	29	1674
10680	ManMet	mml	person		iʔ⁵³	i ʔ	i 7	V H	I H	28	1673
10682	Palaung-Dara'ang	pce	person		ɁuɁi	Ɂ u Ɂ i	7 u 7 i	H V H V	H Y H I	28	1673
10683	Palaung-Kalaw	pce	person		ɗuʔi	ɗu ʔi	d 7	T H	T H	28	1673
10685	Palaung-Namhsan	pce	person		bi	b i	b i	P V	P I	29	1674
10686	Riang-Sak	ril	person		ʔiʔ¹	ʔ i ʔ	7 i 7	H V H	H I H	28	1673
10690	Wa-Praok	prk	person		pṳi	p ṳ i	p i i	P V V	P Y I	29	1674
10699	Karii	pkt	person		mlɛːŋ	m l ɛː ŋ	m l E N	M R V N	M L E N	34	1675
10701	Ruc	scb	person		ŋaːj²	ŋ aː j	N a y	N V J	N A J	6	1676
10702	Vietnamese	vie	person		người	n g u o i	n g u o i	N K V V V	N K Y U I	6	1676
10709	Alak	alk	pig		cuːr	c uː r	T u r	K V R	C Y R	3	1692
10710	Bahnar-Golar	bdq	pig		ɲuŋ	ɲ u ŋ	H u N	N V N	N Y N	4	1693
10711	Bahnar-Kontum	bdq	pig		ɲuŋ	ɲ u ŋ	H u N	N V N	N Y N	4	1693
10712	Bahnar-Pleiku	bdq	pig		ɲuŋ	ɲ u ŋ	H u N	N V N	N Y N	4	1693
10713	Brao	brb	pig		cur	c u r	T u r	K V R	C Y R	3	1692
10717	Cua	cua	pig		suːl	s uː l	s u l	S V R	S Y L	3	1692
10718	Halang	hal	pig		cur	c u r	T u r	K V R	C Y R	3	1692
10719	Jeh	jeh	pig		co̤l	c o̤ l	T o l	K V R	C U L	3	1692
10720	Jru-Laven	lbo	pig		cur	c u r	T u r	K V R	C Y R	3	1692
10724	Mnong-Rölöm	mng	pig		sɨr	s ɨ r	s I r	S V R	S I R	3	1692
10725	Nyaheun	nev	pig		cun	c u n	T u n	K V N	C Y N	3	1692
10727	Rengao	ren	pig		cṳːr	c ṳː r	T i r	K V R	C Y R	3	1692
10729	Sedang	sed	pig		cu	c u	T u	K V	C Y	3	1692
10730	Sre	kpm	pig		sur	s u r	s u r	S V R	S Y R	3	1692
10731	Stieng	sti	pig		sor	s o r	s o r	S V R	S U R	3	1692
10734	Bru-Talan	oog	pig		lik	l i k	l i k	R V K	L I K	9	1694
10735	Bru-Ubon	bru	pig		ʔaːliːʔ	ʔ aː l iː ʔ	7 a l i 7	H V R V H	H A L I H	9	1694
10736	In	irr	pig		lik	l i k	l i k	R V K	L I K	9	1694
10737	Katang	kgd	pig		ʔaliːʔ	ʔ a l iː ʔ	7 a l i 7	H V R V H	H A L I H	9	1694
10738	Katu-AnDiem	ktv	pig		ʔadʌːk	ʔ a d ʌː k	7 a d o k	H V T V K	H A T E K	10	1679
10740	Kui(Sriwises1978)	kdt	pig		ʔəliʔ	ʔ ə l i ʔ	7 I l i 7	H V R V H	H E L I H	9	1694
10741	Kui(Huffman1979)	kdt	pig		ʔali̤ːʔ	ʔ a l i̤ː ʔ	7 a l i 7	H V R V H	H A L I H	9	1694
10743	Mankong	sss	pig		ʔali̤ːʔ	ʔ a l i̤ː ʔ	7 a l i 7	H V R V H	H A L I H	9	1694
10744	Nge'	ngt	pig		ʔiːk	ʔ iː k	7 i k	H V K	H I K	9	1694
10745	Pacoh	pac	pig		ʔaliːk	ʔ a l iː k	7 a l i k	H V R V K	H A L I K	9	1694
10746	So-Khammouane	sss	pig		ʔali̤ːk	ʔ a l i̤ː k	7 a l i k	H V R V K	H A L I K	9	1694
10747	So-SakonNakhon	sss	pig		ʔali̤ːk	ʔ a l i̤ː k	7 a l i k	H V R V K	H A L I K	9	1694
10748	Souei-Saravan	kdt	pig		ʔaliːʔ	ʔ a l iː ʔ	7 a l i 7	H V R V H	H A L I H	9	1694
10749	TaOi	tto	pig		lik	l i k	l i k	R V K	L I K	9	1694
10750	Khasi	khi	pig		sniaŋ	s n ia ŋ	s n i N	S N V N	S N I N	11	1680
10752	Pnar	pbv	pig		sniʌŋ	s n iʌ ŋ	s n i N	S N V N	S N I N	11	1680
10753	War-Lamin	aml	pig		rniŋ	r n i ŋ	r n i N	R N V N	R N I N	11	1680
10754	Khmer-Surin	kxm	pig		ʨruːɁ	ʨ r uː Ɂ	C r u 7	K R V H	C R Y H	12	1681
10755	Khmer-Standard	khm	pig		cruːɁ	c r uː Ɂ	T r u 7	K R V H	C R Y H	12	1681
10756	Idu	tyh	pig		cî̤əŋ	c î̤ə ŋ	T i N	K V N	C I N	13	1682
10757	Khmu-Cuang	kjg	pig		sɨəŋ	s ɨə ŋ	s I N	S V N	S I N	13	1682
10759	Khmu-Yuan	kjg	pig		sɨ́aŋ	s ɨ́a ŋ	s I N	S V N	S I N	13	1682
10761	Mal-T'in	mlf	pig		siŋ	s i ŋ	s i N	S V N	S I N	13	1682
10767	Bugan	bbh	pig		ta̱u̱³³	t a̱u̱	t a	T V	T A	14	1683
10768	Mang	zng	pig		ɓuː¹ʔɔn³	ɓuː¹ ʔɔn³	b 7	P H	P H	15	1684
10769	Mon	mnw	pig		kloc	k l o c	k l o T	K R V K	K L U C	16	1685
10770	Nyahkur	cbn	pig		kʰlíːc	kʰ l íː c	k l i T	K R V K	K L I C	16	1685
10773	Gorum	pcj	pig		kanmun	k a n m u n	k a n m u n	K V N M V N	K A N M Y N	18	1686
10776	Kharia	khr	pig		buˈnu	b u ˈn u	b u n u	P V N V	P Y N Y	19	1687
10780	Santali	sat	pig		sukri	s u k r i	s u k r i	S V K R V	S Y K R I	20	1688
10781	Sora	srb	pig		kʌmbun	k ʌ m b u n	k o m b u n	K V M P V N	K E M P Y N	19	1687
10782	Car	caq	pig		haʔun	h a ʔ u n	h a 7 u n	H V H V N	H A H Y N	21	1689
10784	Nancowri	ncb	pig		nɔt	n ɔ t	n o t	N V T	N U T	22	1690
10794	Lawa(Ratanakul)	lcp	pig		ləic	l əi c	l I T	R V K	L E C	9	1694
10796	ManMet	mml	pig		lek³³	l e k	l e k	R V K	L E K	9	1694
10798	Palaung-Dara'ang	pce	pig		malec	m a l e c	m a l e T	M V R V K	M A L E C	9	1694
10799	Palaung-Kalaw	pce	pig		let	l e t	l e t	R V T	L E T	9	1694
10801	Palaung-Namhsan	pce	pig		leʔ	l e ʔ	l e 7	R V H	L E H	9	1694
10802	Riang-Sak	ril	pig		lek²	l e k	l e k	R V K	L E K	9	1694
10806	Wa-Praok	prk	pig		li̤c	l i̤ c	l i T	R V K	L I C	9	1694
10812	Karii	pkt	pig		kùːrʔ	k uː r ʔ	k u r 7	K V R H	K Y R H	25	1691
10814	Ruc	scb	pig		kuːl⁴	k uː l	k u l	K V R	K Y L	25	1691
10817	Vietnamese	vie	pig		heocúi	heo cúi	h T	H K	H C	25	1691
10823	Alak	alk	pigeon/dove		kʻakʻuː	kʻ a kʻ uː	k a k u	K V K V	K A K Y	5	1713
10824	Bahnar-Golar	bdq	pigeon/dove		kətəːp	k ə t əː p	k I t I p	K V T V P	K E T E P	6	1714
10825	Bahnar-Kontum	bdq	pigeon/dove		kətəːp	k ə t əː p	k I t I p	K V T V P	K E T E P	6	1714
10826	Bahnar-Pleiku	bdq	pigeon/dove		kətəːp	k ə t əː p	k I t I p	K V T V P	K E T E P	6	1714
10827	Brao	brb	pigeon/dove		kur	k u r	k u r	K V R	K Y R	5	1713
10829	Jeh	jeh	pigeon/dove		kətra̤w	k ə t r a̤ w	k I t r a w	K V T R V W	K E T R A W	7	1715
10830	Jru-Laven	lbo	pigeon/dove		kər	k ə r	k I r	K V R	K E R	5	1713
10832	Mnong-Rölöm	mng	pigeon/dove		təːp	t əː p	t I p	T V P	T E P	6	1714
10833	Nyaheun	nev	pigeon/dove		kun	k u n	k u n	K V N	K Y N	5	1713
10835	Rengao	ren	pigeon/dove		trṳː	t r ṳː	t r i	T R V	T R Y	7	1715
10836	Sedang	sed	pigeon/dove		ɟaŋ	ɟ a ŋ	C a N	K V N	C A N	8	1716
10837	Sre	kpm	pigeon/dove		kətəp	k ə t ə p	k I t I p	K V T V P	K E T E P	6	1714
10838	Stieng	sti	pigeon/dove		ntəːp	n t əː p	n t I p	N T V P	N T E P	6	1714
10840	Bru-Talan	oog	pigeon/dove		kuː	k uː	k u	K V	K Y	5	1713
10841	Bru-Ubon	bru	pigeon/dove		təriap	t ə r ia p	t I r i p	T V R V P	T E R I P	9	1717
10842	In	irr	pigeon/dove		proʔ	p r o ʔ	p r o 7	P R V H	P R U H	10	1695
10843	Katang	kgd	pigeon/dove		prɨ̤ːat	p r ɨ̤ːa t	p r I t	P R V T	P R I T	11	1696
10844	Katu-AnDiem	ktv	pigeon/dove		paraːp	p a r aː p	p a r a p	P V R V P	P A R A P	12	1697
10848	Kui(Sriwises1978)	kdt	pigeon/dove		pʰrìːap	pʰ r ìː a p	p r i a p	P R V V P	P R I A P	12	1697
10849	Kui(Huffman1979)	kdt	pigeon/dove		cɛːmpʰilaːp	c ɛː m pʰ i l aː p	T E m p i l a p	K V M P V R V P	C E M P I L A P	12	1697
10850	Mankong	sss	pigeon/dove		cəmtəri̤ap	cəm təri̤ap	T t	K T	C T	9	1717
10851	Nge'	ngt	pigeon/dove		kukuː	k u k uː	k u k u	K V K V	K Y K Y	5	1713
10852	Pacoh	pac	pigeon/dove		pakuː	p a k uː	p a k u	P V K V	P A K Y	5	1713
10853	So-SakonNakhon	sss	pigeon/dove		cɨmpʰilaːp	cɨm pʰilaːp	T p	K P	C P	12	1697
10854	TaOi	tto	pigeon/dove		tuːtəruː	tuː təruː	t t	T T	T T	16	1699
10855	Khasi	khi	pigeon/dove		lŋdkʰur	l ŋ d kʰ u r	l N d k u r	R N T K V R	L N T K Y R	5	1713
10857	Pnar	pbv	pigeon/dove		latkʰur	l a t kʰ u r	l a t k u r	R V T K V R	L A T K Y R	5	1713
10858	War-Lamin	aml	pigeon/dove		lətkʰɔr	l ə t kʰ ɔ r	l I t k o r	R V T K V R	L E T K U R	5	1713
10859	Khmer-Surin	kxm	pigeon/dove		priəp	p r iə p	p r i p	P R V P	P R I P	12	1697
10860	Khmer-Standard	khm	pigeon/dove		priːap	p r iːa p	p r i p	P R V P	P R I P	12	1697
10861	Idu	tyh	pigeon/dove		cîəmdàpɔ̂ːr	cîəm dàpɔ̂ːr	T d	K T	C T	17	1700
10862	Khmu-Cuang	kjg	pigeon/dove		tmpɨr	t m p ɨ r	t m p I r	T M P V R	T M P I R	17	1700
10863	Khmu-Yuan	kjg	pigeon/dove		nòkʔjáːk	nòk ʔjáːk	n 7	N H	N H	18	1701
10864	Khmu-Yuan	kjg	pigeon/dove		tm̀pɨ́r	t m̀ p ɨ́ r	t m p I r	T M P V R	T M P I R	17	1700
10865	Khmu-Yuan	kjg	pigeon/dove		htóːc	h t óː c	h t o T	H T V K	H T U C	19	1702
10867	Mal-T'in	mlf	pigeon/dove		mpjuːk	m p j uː k	m p y u k	M P J V K	M P J Y K	20	1703
10871	Bugan	bbh	pigeon/dove		ha³⁵	h a	h a	H V	H A	22	1704
10872	Bugan	bbh	pigeon/dove		pʦɛ³¹	p ʦ ɛ	p c E	P K V	P C E	15	1698
10873	Mang	zng	pigeon/dove		θɤm⁶taː²ʔuː⁶	θɤm⁶ taː²ʔuː⁶	8 t	T T	D T	23	1705
10874	Mon	mnw	pigeon/dove		hərap	h ə r a p	h I r a p	H V R V P	H E R A P	12	1697
10875	Nyahkur	cbn	pigeon/dove		púːr	p úː r	p u r	P V R	P Y R	17	1700
10879	Kharia	khr	pigeon/dove		dudˈmuˀɖ	d u d ˈm uˀ ɖ	d u d m u d	T V T M V T	T Y T M Y T	25	1706
10883	Sora	srb	pigeon/dove		kukkur	k u kk u r	k u k u r	K V K V R	K Y K Y R	5	1713
10884	Car	caq	pigeon/dove		makuə	m a k uə	m a k u	M V K V	M A K Y	5	1713
10885	Car	caq	pigeon/dove		pumpa	p u m p a	p u m p a	P V M P V	P Y M P A	29	1707
10886	Nancowri	ncb	pigeon/dove		mumu	m u m u	m u m u	M V M V	M Y M Y	30	1708
10894	Lawa(Ratanakul)	lcp	pigeon/dove		ʔəkoʔ	ʔ ə k o ʔ	7 I k o 7	H V K V H	H E K U H	5	1713
10896	ManMet	mml	pigeon/dove		aoi³¹	a oi³¹	a o	V V	A U	36	1711
10898	Palaung-Dara'ang	pce	pigeon/dove		mabloj	ma bloj	m b	M P	M P	34	1710
10899	Palaung-Kalaw	pce	pigeon/dove		makaʔaɯ	ma ka ʔaɯ	m k 7	M K H	M K H	37	1712
10900	Palaung-Namhsan	pce	pigeon/dove		ʔəploj	ʔ ə p l o j	7 I p l o y	H V P R V J	H E P L U J	34	1710
10901	Riang-Sak	ril	pigeon/dove		ploj¹	p l o j	p l o y	P R V J	P L U J	34	1710
10902	Wa-Praok	prk	pigeon/dove		sgaɯʔ	s g aɯ ʔ	s g a 7	S K V H	S K A H	5	1713
10908	Karii	pkt	pigeon/dove		ʔutoː	ʔ u t oː	7 u t o	H V T V	H Y T U	33	1709
10911	Ruc	scb	pigeon/dove		kukuː¹	k u k uː	k u k u	K V K V	K Y K Y	5	1713
10912	Vietnamese	vie	pigeon/dove		cu	c u	T u	K V	C Y	5	1713
10923	Alak	alk	rain		biː	b iː	b i	P V	P I	2	1724
10924	Bahnar-Golar	bdq	rain		miː	m iː	m i	M V	M I	2	1724
10925	Bahnar-Kontum	bdq	rain		ʔmiː	ʔ m iː	7 m i	H M V	H M I	2	1724
10926	Bahnar-Pleiku	bdq	rain		ʔmiː	ʔ m iː	7 m i	H M V	H M I	2	1724
10927	Brao	brb	rain		mɨː	m ɨː	m I	M V	M I	2	1724
10931	Cua	cua	rain		jit	j i t	y i t	J V T	J I T	6	1728
10932	Halang	hal	rain		ʔmi̤ə	ʔ m i̤ə	7 m i	H M V	H M I	2	1724
10933	Jeh	jeh	rain		ʔmri̤ah	ʔ m r i̤a h	7 m r i h	H M R V H	H M R I H	2	1724
10934	Jru-Laven	lbo	rain		ʔmɨə	ʔ m ɨə	7 m I	H M V	H M I	2	1724
10938	Mnong-Rölöm	mng	rain		mih	m i h	m i h	M V H	M I H	2	1724
10939	Nyaheun	nev	rain		ʔmɨə	ʔ m ɨə	7 m I	H M V	H M I	2	1724
10941	Rengao	ren	rain		me̤ː	m e̤ː	m e	M V	M E	2	1724
10943	Sedang	sed	rain		mɛj	m ɛ j	m E y	M V J	M E J	2	1724
10944	Sre	kpm	rain		miw	m i w	m i w	M V W	M I W	2	1724
10945	Stieng	sti	rain		miː	m iː	m i	M V	M I	2	1724
10948	Bru-Talan	oog	rain		təŋ	t ə ŋ	t I N	T V N	T E N	7	1729
10949	Bru-Ubon	bru	rain		me̤a	m e̤a	m e	M V	M E	2	1724
10950	In	irr	rain		təŋ	t ə ŋ	t I N	T V N	T E N	7	1729
10951	Katang	kgd	rain		prɨahmɨːa	prɨah mɨːa	p m	P M	P M	2	1724
10952	Katu-AnDiem	ktv	rain		tʌŋ	t ʌ ŋ	t o N	T V N	T E N	7	1729
10953	Katu-AnDiem	ktv	rain		bɑː	b ɑː	b o	P V	P A	8	1730
10955	Kui(Sriwises1978)	kdt	rain		mìa	m ìa	m i	M V	M I	2	1724
10956	Kui(Huffman1979)	kdt	rain		me̤a	m e̤a	m e	M V	M E	2	1724
10958	Mankong	sss	rain		mi̤a	m i̤a	m i	M V	M I	2	1724
10959	Nge'	ngt	rain		bɔː	b ɔː	b o	P V	P U	8	1730
10960	Pacoh	pac	rain		ɓɔː	ɓ ɔː	b o	P V	P U	8	1730
10961	So-Khammouane	sss	rain		me̤a	m e̤a	m e	M V	M E	2	1724
10962	So-SakonNakhon	sss	rain		me̤a	m e̤a	m e	M V	M E	2	1724
10963	Souei-Saravan	kdt	rain		maː	m aː	m a	M V	M A	2	1724
10964	TaOi	tto	rain		təŋ	t ə ŋ	t I N	T V N	T E N	7	1729
10965	Khasi	khi	rain		slap	s l a p	s l a p	S R V P	S L A P	9	1731
10967	Pnar	pbv	rain		slap	s l a p	s l a p	S R V P	S L A P	9	1731
10968	War-Lamin	aml	rain		sla	s l a	s l a	S R V	S L A	9	1731
10969	Khmer-Surin	kxm	rain		pʰlɪːɲ	pʰ l ɪː ɲ	p l i H	P R V N	P L I N	10	1718
10970	Khmer-Standard	khm	rain		pliəŋ	p l iə ŋ	p l i N	P R V N	P L I N	10	1718
10971	Idu	tyh	rain		gamâ̤j	g a m â̤ j	g a m a y	K V M V J	K A M A J	2	1724
10972	Khmu-Cuang	kjg	rain		kmaʔ	k m a ʔ	k m a 7	K M V H	K M A H	2	1724
10974	Khmu-Yuan	kjg	rain		kmàʔ	k m à ʔ	k m a 7	K M V H	K M A H	2	1724
10976	Mal-T'in	mlf	rain		miaʔ	m ia ʔ	m i 7	M V H	M I H	2	1724
10982	Bugan	bbh	rain		kʰou³⁵	kʰ ou	k o	K V	K U	11	1719
10983	Mang	zng	rain		maː⁴	m aː	m a	M V	M A	2	1724
10984	Mon	mnw	rain		pròa	p r ò a	p r o a	P R V V	P R U A	12	1720
10985	Nyahkur	cbn	rain		pʰrɛ̀j	pʰ r ɛ̀ j	p r E y	P R V J	P R E J	12	1720
10992	Kharia	khr	rain		gim	g i m	g i m	K V M	K I M	2	1724
10997	Santali	sat	rain		ɟaput˺	ɟ a p u t˺	C a p u t	K V P V T	C A P Y T	14	1721
10998	Sora	srb	rain		ɡur	ɡ u r	g u r	K V R	K Y R	18	1722
10999	Car	caq	rain		kumɾah	k u m ɾ a h	k u m r a h	K V M R V H	K Y M R A H	19	1723
11001	Nancowri	ncb	rain		ʔamĩh	ʔ a m ĩ h	7 a m i h	H V M V H	H A M I H	20	1725
11011	Lawa(Ratanakul)	lcp	rain		hleʔ	h l e ʔ	h l e 7	H R V H	H L E H	21	1726
11014	ManMet	mml	rain		ʨuŋ⁵⁵	ʨ u ŋ	C u N	K V N	C Y N	22	1727
11016	Palaung-Dara'ang	pce	rain		glaj	g l a j	g l a y	K R V J	K L A J	21	1726
11017	Palaung-Kalaw	pce	rain		glaːj	g l aː j	g l a y	K R V J	K L A J	21	1726
11019	Palaung-Namhsan	pce	rain		ɟuŋ	ɟ u ŋ	C u N	K V N	C Y N	22	1727
11020	Riang-Sak	ril	rain		tjuŋ²	t j u ŋ	t y u N	T J V N	T J Y N	22	1727
11024	Wa-Praok	prk	rain		li̤hlʰɛʔ	li̤h lʰɛʔ	l l	R R	L L	21	1726
11031	Karii	pkt	rain		cɨ̀ŋ	c ɨ̀ ŋ	T I N	K V N	C I N	22	1727
11033	Ruc	scb	rain		kumə̀a²	k u m ə̀a	k u m I	K V M V	K Y M E	2	1724
11036	Vietnamese	vie	rain		mưa	m u a	m u a	M V V	M Y A	2	1724
11043	Alak	alk	rat/mouse		camaŋ	c a m a ŋ	T a m a N	K V M V N	C A M A N	6	1750
11044	Bahnar-Golar	bdq	rat/mouse		kənɛː	k ə n ɛː	k I n E	K V N V	K E N E	3	1743
11045	Bahnar-Kontum	bdq	rat/mouse		kənɛː	k ə n ɛː	k I n E	K V N V	K E N E	3	1743
11046	Bahnar-Pleiku	bdq	rat/mouse		kənɛː	k ə n ɛː	k I n E	K V N V	K E N E	3	1743
11047	Brao	brb	rat/mouse		kəneː	k ə n eː	k I n e	K V N V	K E N E	3	1743
11051	Cua	cua	rat/mouse		kaneː	k a n eː	k a n e	K V N V	K A N E	3	1743
11052	Halang	hal	rat/mouse		kənɛː	k ə n ɛː	k I n E	K V N V	K E N E	3	1743
11053	Jeh	jeh	rat/mouse		kənɛːj	k ə n ɛː j	k I n E y	K V N V J	K E N E J	3	1743
11054	Jru-Laven	lbo	rat/mouse		knɛː	k n ɛː	k n E	K N V	K N E	3	1743
11058	Mnong-Rölöm	mng	rat/mouse		naj	n a j	n a y	N V J	N A J	3	1743
11059	Nyaheun	nev	rat/mouse		kʰjeːŋ	kʰ j eː ŋ	k y e N	K J V N	K J E N	7	1751
11061	Rengao	ren	rat/mouse		kəniː	k ə n iː	k I n i	K V N V	K E N I	3	1743
11063	Sedang	sed	rat/mouse		kəna̰j	k ə n a̰ j	k I n a y	K V N V J	K E N A J	3	1743
11064	Sre	kpm	rat/mouse		ɗɛ	ɗ ɛ	d E	T V	T E	3	1743
11065	Stieng	sti	rat/mouse		kənej	k ə n e j	k I n e y	K V N V J	K E N E J	3	1743
11068	Bru-Talan	oog	rat/mouse		bəl	b ə l	b I l	P V R	P E L	9	1752
11069	Bru-Ubon	bru	rat/mouse		kənaj	k ə n a j	k I n a y	K V N V J	K E N A J	3	1743
11070	In	irr	rat/mouse		bəl	b ə l	b I l	P V R	P E L	9	1752
11071	Katang	kgd	rat/mouse		ʔabɛl	ʔ a b ɛ l	7 a b E l	H V P V R	H A P E L	9	1752
11072	Katang	kgd	rat/mouse		ʔawɨːəjʔ	ʔ a w ɨːə j ʔ	7 a w I y 7	H V W V J H	H A W I J H	10	1732
11073	Katu-AnDiem	ktv	rat/mouse		sɑŋbɔjʔ	sɑŋ bɔjʔ	s b	S P	S P	11	1733
11076	Kui(Sriwises1978)	kdt	rat/mouse		kənaj	k ə n a j	k I n a y	K V N V J	K E N A J	3	1743
11077	Kui(Huffman1979)	kdt	rat/mouse		kənajplɛːŋ	kənaj plɛːŋ	k p	K P	K P	3	1743
11079	Mankong	sss	rat/mouse		konaj	k o n a j	k o n a y	K V N V J	K U N A J	3	1743
11080	Nge'	ngt	rat/mouse		bɨl	b ɨ l	b I l	P V R	P I L	9	1752
11081	Pacoh	pac	rat/mouse		ʔaɓil	ʔ a ɓ i l	7 a b i l	H V P V R	H A P I L	9	1752
11082	So-Khammouane	sss	rat/mouse		kunaj	k u n a j	k u n a y	K V N V J	K Y N A J	3	1743
11083	So-SakonNakhon	sss	rat/mouse		kunaitɔːpṳːt	kunai tɔː pṳːt	k t p	K T P	K T P	3	1743
11084	Souei-Saravan	kdt	rat/mouse		kənaj	k ə n a j	k I n a y	K V N V J	K E N A J	3	1743
11085	TaOi	tto	rat/mouse		bəl	b ə l	b I l	P V R	P E L	9	1752
11086	Khasi	khi	rat/mouse		kʰnaːj	kʰ n aː j	k n a y	K N V J	K N A J	3	1743
11088	Pnar	pbv	rat/mouse		kʰne	kʰ n e	k n e	K N V	K N E	3	1743
11089	War-Lamin	aml	rat/mouse		kʰna	kʰ n a	k n a	K N V	K N A	3	1743
11090	Khmer-Surin	kxm	rat/mouse		knʌr	k n ʌ r	k n o r	K N V R	K N E R	14	1734
11091	Khmer-Standard	khm	rat/mouse		kɑndol	k ɑ n d o l	k o n d o l	K V N T V R	K A N T U L	14	1734
11092	Idu	tyh	rat/mouse		kanâ̰j	k a n â̰ j	k a n a y	K V N V J	K A N A J	3	1743
11093	Khmu-Cuang	kjg	rat/mouse		kneʔ	k n e ʔ	k n e 7	K N V H	K N E H	3	1743
11095	Khmu-Yuan	kjg	rat/mouse		knéʔ	k n é ʔ	k n e 7	K N V H	K N E H	3	1743
11097	Mal-T'in	mlf	rat/mouse		nsoːm	n s oː m	n s o m	N S V M	N S U M	15	1735
11098	Mal-T'in	mlf	rat/mouse		mpjɛː	m p j ɛː	m p y E	M P J V	M P J E	16	1736
11104	Bugan	bbh	rat/mouse		ȵa³³ʦa̱ŋ⁵⁵	ȵa³³ ʦa̱ŋ⁵⁵	H c	N K	N C	18	1737
11105	Bugan	bbh	rat/mouse		ȵa³³ɕɔ̱³⁵	ȵa³³ ɕɔ̱³⁵	H S	N S	N S	19	1738
11106	Mang	zng	rat/mouse		ʔoːŋ¹	ʔ oː ŋ	7 o N	H V N	H U N	20	1739
11107	Mon	mnw	rat/mouse		nəɛʔ	n əɛ ʔ	n I 7	N V H	N E H	3	1743
11108	Nyahkur	cbn	rat/mouse		hníːʔ	h n íː ʔ	h n i 7	H N V H	H N I H	3	1743
11112	Gorum	pcj	rat/mouse		karkaˀd	k a r k aˀ d	k a r k a d	K V R K V T	K A R K A T	23	1740
11113	Gorum	pcj	rat/mouse		kuntur	k u n t u r	k u n t u r	K V N T V R	K Y N T Y R	24	1741
11116	Kharia	khr	rat/mouse		cuˈʈia	c u ˈʈ ia	T u t i	K V T V	C Y T I	27	1742
11117	Kharia	khr	rat/mouse		ˈkɔnɛ	ˈk ɔ n ɛ	k o n E	K V N V	K U N E	3	1743
11124	Santali	sat	rat/mouse		guɖu	g u ɖ u	g u d u	K V T V	K Y T Y	27	1742
11125	Sora	srb	rat/mouse		ˈkumbul	ˈk u m b u l	k u m b u l	K V M P V R	K Y M P Y L	9	1752
11126	Car	caq	rat/mouse		kumit	k u m i t	k u m i t	K V M V T	K Y M I T	31	1744
11128	Nancowri	ncb	rat/mouse		komet	k o m e t	k o m e t	K V M V T	K U M E T	31	1744
11138	Lawa(Ratanakul)	lcp	rat/mouse		kʰɨəŋ	kʰ ɨə ŋ	k I N	K V N	K I N	34	1745
11140	ManMet	mml	rat/mouse		asek³³	a sek³³	a s	V S	A S	38	1748
11142	Palaung-Dara'ang	pce	rat/mouse		man̥aj	m a n̥ a j	m a n a y	M V N V J	M A N A J	3	1743
11143	Palaung-Kalaw	pce	rat/mouse		mahnaːj	ma hnaːj	m h	M H	M H	3	1743
11145	Palaung-Namhsan	pce	rat/mouse		katet	k a t e t	k a t e t	K V T V T	K A T E T	36	1746
11146	Riang-Sak	ril	rat/mouse		kʰrɔm¹	kʰ r ɔ m	k r o m	K R V M	K R U M	37	1747
11150	Wa-Praok	prk	rat/mouse		ki̤aŋ	k i̤a ŋ	k i N	K V N	K I N	34	1745
